,Time(s),RNA1,Protein1,RNA2,Protein2
0,0.0,0.0,0.0,0.0,0.0
1,64.8648648649,0.648648648649,1.05186267648,0.0324324324324,0.026296566912
2,129.72972973,1.2972972973,4.20745070271,0.0648648648649,0.105186267568
3,194.594594595,1.94594594595,9.46676407667,0.0972972972973,0.236669101917
4,259.459459459,2.59459459459,16.8298027958,0.12972972973,0.420745069895
5,324.324324324,3.24324324324,26.2965668601,0.162162162162,0.657414171502
6,389.189189189,3.89189189189,37.8670562695,0.194594594595,0.946676406738
7,454.054054054,4.54054054054,51.5412710399,0.227027027027,1.288531776
8,518.918918919,5.18918918919,67.3192111586,0.259459459459,1.68298027897
9,583.783783784,5.83783783784,85.2008766237,0.291891891892,2.13002191559
10,648.648648649,6.48648648649,105.186267435,0.324324324324,2.62965668588
11,713.513513514,7.13513513514,127.275383593,0.356756756757,3.18188458982
12,778.378378378,7.78378378378,151.468225097,0.389189189189,3.78670562743
13,843.243243243,8.43243243243,177.764791948,0.421621621622,4.44411979869
14,908.108108108,9.08108108108,206.165084145,0.454054054054,5.15412710361
15,972.972972973,9.72972972973,236.669101688,0.486486486486,5.9167275422
16,1037.83783784,10.3783783784,269.276844577,0.518918918919,6.73192111444
17,1102.7027027,11.027027027,303.988312813,0.551351351351,7.59970782034
18,1167.56756757,11.6756756757,340.803506396,0.583783783784,8.5200876599
19,1232.43243243,12.3243243243,379.722425325,0.616216216216,9.49306063311
20,1297.2972973,12.972972973,420.7450696,0.648648648649,10.51862674
21,1362.16216216,13.6216216216,463.871439221,0.681081081081,11.5967859805
22,1427.02702703,14.2702702703,509.101534189,0.713513513514,12.7275383547
23,1491.89189189,14.9189189189,556.435354503,0.745945945946,13.9108838626
24,1556.75675676,15.5675675676,605.872900164,0.778378378378,15.1468225041
25,1621.62162162,16.2162162162,657.414171171,0.810810810811,16.4353542793
26,1686.48648649,16.8648648649,711.059167524,0.843243243243,17.7764791881
27,1751.35135135,17.5135135135,766.807889223,0.875675675676,19.1701972306
28,1816.21621622,18.1621621622,824.66033627,0.908108108108,20.6165084067
29,1881.08108108,18.8108108108,884.616508662,0.940540540541,22.1154127165
30,1945.94594595,19.4594594595,946.676406401,0.972972972973,23.66691016
31,2010.81081081,20.1081081081,1010.84002949,1.00540540541,25.2710007371
32,2075.67567568,20.7567567568,1077.10737792,1.03783783784,26.9276844479
33,2140.54054054,21.4054054054,1145.4784517,1.07027027027,28.6369612924
34,2205.40540541,22.0540540541,1215.95325082,1.1027027027,30.3988312705
35,2270.27027027,22.7027027027,1288.5317753,1.13513513514,32.2132943825
36,2335.13513514,23.3513513514,1363.21402516,1.16756756757,34.080350629
37,2400.0,24.0,1440.00000037,1.2,36.0000000091
38,2464.86486486,24.6486486486,1518.88970092,1.23243243243,37.9722425229
39,2529.72972973,25.2972972973,1599.88312682,1.26486486486,39.9970781704
40,2594.59459459,25.9459459459,1682.98027806,1.2972972973,42.0745069516
41,2659.45945946,26.5945945946,1768.18115466,1.32972972973,44.2045288664
42,2724.32432432,27.2432432432,1855.4857566,1.36216216216,46.3871439149
43,2789.18918919,27.8918918919,1944.89408388,1.39459459459,48.6223520971
44,2854.05405405,28.5405405405,2036.40613652,1.42702702703,50.9101534129
45,2918.91891892,29.1891891892,2130.0219145,1.45945945946,53.2505478624
46,2983.78378378,29.8378378378,2225.74141782,1.49189189189,55.6435354456
47,3048.64864865,30.4864864865,2323.5646465,1.52432432432,58.0891161624
48,3113.51351351,31.1351351351,2423.49160052,1.55675675676,60.5872900129
49,3178.37837838,31.7837837838,2525.52227988,1.58918918919,63.1380569971
50,3243.24324324,32.4324324324,2629.6566846,1.62162162162,65.7414171149
51,3308.10810811,33.0810810811,2735.89481466,1.65405405405,68.3973703664
52,3372.97297297,33.7297297297,2844.23667007,1.68648648649,71.1059167516
53,3437.83783784,34.3783783784,2954.68225082,1.71891891892,73.8670562705
54,3502.7027027,35.027027027,3067.23155692,1.75135135135,76.680788923
55,3567.56756757,35.6756756757,3181.88458837,1.78378378378,79.5471147092
56,3632.43243243,36.3243243243,3298.64134516,1.81621621622,82.4660336291
57,3697.2972973,36.972972973,3417.5018273,1.84864864865,85.4375456826
58,3762.16216216,37.6216216216,3538.46603479,1.88108108108,88.4616508698
59,3827.02702703,38.2702702703,3661.53396763,1.91351351351,91.5383491907
60,3891.89189189,38.9189189189,3786.70562581,1.94594594595,94.6676406452
61,3956.75675676,39.5675675676,3913.98100934,1.97837837838,97.8495252334
62,4021.62162162,40.2162162162,4043.36011821,2.01081081081,101.084002955
63,4086.48648649,40.8648648649,4174.84295243,2.04324324324,104.371073811
64,4151.35135135,41.5135135135,4308.429512,2.07567567568,107.7107378
65,4216.21621622,42.1621621622,4444.11979692,2.10810810811,111.102994923
66,4281.08108108,42.8108108108,4581.91380718,2.14054054054,114.547845179
67,4345.94594595,43.4594594595,4721.81154279,2.17297297297,118.04528857
68,4410.81081081,44.1081081081,4863.81300374,2.20540540541,121.595325094
69,4475.67567568,44.7567567568,5007.91819005,2.23783783784,125.197954751
70,4540.54054054,45.4054054054,5154.1271017,2.27027027027,128.853177542
71,4605.40540541,46.0540540541,5302.43973869,2.3027027027,132.560993467
72,4670.27027027,46.7027027027,5452.85610103,2.33513513514,136.321402526
73,4735.13513514,47.3513513514,5605.37618872,2.36756756757,140.134404718
74,4800.0,48.0,5760.00000176,2.4,144.000000044
75,4864.86486486,48.6486486486,5916.72754014,2.43243243243,147.918188504
76,4929.72972973,49.2972972973,6075.55880387,2.46486486486,151.888970097
77,4994.59459459,49.9459459459,6236.49379295,2.4972972973,155.912344824
78,5059.45945946,50.5945945946,6399.53250737,2.52972972973,159.988312684
79,5124.32432432,51.2432432432,6564.67494714,2.56216216216,164.116873679
80,5189.18918919,51.8918918919,6731.92111226,2.59459459459,168.298027806
81,5254.05405405,52.5405405405,6901.27100272,2.62702702703,172.531775068
82,5318.91891892,53.1891891892,7072.72461853,2.65945945946,176.818115463
83,5383.78378378,53.8378378378,7246.28195969,2.69189189189,181.157048992
84,5448.64864865,54.4864864865,7421.9430262,2.72432432432,185.548575655
85,5513.51351351,55.1351351351,7599.70781805,2.75675675676,189.992695451
86,5578.37837838,55.7837837838,7779.57633524,2.78918918919,194.489408381
87,5643.24324324,56.4324324324,7961.54857779,2.82162162162,199.038714445
