,Time(s),RNA1,Protein1,RNA2,Protein2
0,0.0,0.0,0.0,0.0,0.0
1,64.8648648649,0.0648648648649,0.105186267961,0.0324324324324,0.0262965669903
2,129.72972973,0.12972972973,0.420745071209,0.0648648648649,0.105186267802
3,194.594594595,0.194594594595,0.946676408611,0.0972972972973,0.236669102153
4,259.459459459,0.259459459459,1.68298028088,0.12972972973,0.42074507022
5,324.324324324,0.324324324324,2.62965668932,0.162162162162,0.65741417233
6,389.189189189,0.389189189189,3.78670563228,0.194594594595,0.94667640807
7,454.054054054,0.454054054054,5.15412710975,0.227027027027,1.28853177744
8,518.918918919,0.518918918919,6.73192112174,0.259459459459,1.68298028044
9,583.783783784,0.583783783784,8.52008766825,0.291891891892,2.13002191706
10,648.648648649,0.648648648649,10.5186267493,0.324324324324,2.62965668732
11,713.513513514,0.713513513514,12.7275383648,0.356756756757,3.1818845912
12,778.378378378,0.778378378378,15.1468225149,0.389189189189,3.78670562871
13,843.243243243,0.843243243243,17.7764791994,0.421621621622,4.44411979986
14,908.108108108,0.908108108108,20.6165084185,0.454054054054,5.15412710463
15,972.972972973,0.972972972973,23.6669101721,0.486486486486,5.91672754303
16,1037.83783784,1.03783783784,26.9276844602,0.518918918919,6.73192111506
17,1102.7027027,1.1027027027,30.3988312829,0.551351351351,7.59970782072
18,1167.56756757,1.16756756757,34.0803506437,0.583783783784,8.52008766094
19,1232.43243243,1.23243243243,37.9722425404,0.616216216216,9.49306063511
20,1297.2972973,1.2972972973,42.0745069718,0.648648648649,10.5186267429
21,1362.16216216,1.36216216216,46.3871439377,0.681081081081,11.5967859844
22,1427.02702703,1.42702702703,50.9101534383,0.713513513514,12.7275383596
23,1491.89189189,1.49189189189,55.6435354736,0.745945945946,13.9108838684
24,1556.75675676,1.55675675676,60.5872900434,0.778378378378,15.1468225109
25,1621.62162162,1.62162162162,65.7414171479,0.810810810811,16.435354287
26,1686.48648649,1.68648648649,71.1059167871,0.843243243243,17.7764791968
27,1751.35135135,1.75135135135,76.6807889609,0.875675675676,19.1701972402
28,1816.21621622,1.81621621622,82.4660336693,0.908108108108,20.6165084173
29,1881.08108108,1.88108108108,88.4616509124,0.940540540541,22.1154127281
30,1945.94594595,1.94594594595,94.66764069,0.972972972973,23.6669101725
31,2010.81081081,2.01081081081,101.084003002,1.00540540541,25.2710007506
32,2075.67567568,2.07567567568,107.710737849,1.03783783784,26.9276844623
33,2140.54054054,2.14054054054,114.547845231,1.07027027027,28.6369613077
34,2205.40540541,2.20540540541,121.595325147,1.1027027027,30.3988312868
35,2270.27027027,2.27027027027,128.853177598,1.13513513514,32.2132943995
36,2335.13513514,2.33513513514,136.321402584,1.16756756757,34.0803506459
37,2400.0,2.4,144.000000104,1.2,36.0000000259
38,2464.86486486,2.46486486486,151.888970159,1.23243243243,37.9722425396
39,2529.72972973,2.52972972973,159.988312748,1.26486486486,39.997078187
40,2594.59459459,2.59459459459,168.298027872,1.2972972973,42.074506968
41,2659.45945946,2.65945945946,176.818115531,1.32972972973,44.2045288827
42,2724.32432432,2.72432432432,185.548575724,1.36216216216,46.387143931
43,2789.18918919,2.78918918919,194.489408452,1.39459459459,48.622352113
44,2854.05405405,2.85405405405,203.640613715,1.42702702703,50.9101534286
45,2918.91891892,2.91891891892,213.002191512,1.45945945946,53.250547878
46,2983.78378378,2.98378378378,222.574141844,1.49189189189,55.6435354609
47,3048.64864865,3.04864864865,232.35646471,1.52432432432,58.0891161776
48,3113.51351351,3.11351351351,242.349160111,1.55675675676,60.5872900278
49,3178.37837838,3.17837837838,252.552228047,1.58918918919,63.1380570118
50,3243.24324324,3.24324324324,262.965668518,1.62162162162,65.7414171294
51,3308.10810811,3.30810810811,273.589481523,1.65405405405,68.3973703807
52,3372.97297297,3.37297297297,284.423667062,1.68648648649,71.1059167656
53,3437.83783784,3.43783783784,295.468225137,1.71891891892,73.8670562842
54,3502.7027027,3.5027027027,306.723155746,1.75135135135,76.6807889364
55,3567.56756757,3.56756756757,318.188458889,1.78378378378,79.5471147223
56,3632.43243243,3.63243243243,329.864134567,1.81621621622,82.4660336419
57,3697.2972973,3.6972972973,341.75018278,1.84864864865,85.4375456951
58,3762.16216216,3.76216216216,353.846603528,1.88108108108,88.461650882
59,3827.02702703,3.82702702703,366.15339681,1.91351351351,91.5383492025
60,3891.89189189,3.89189189189,378.670562627,1.94594594595,94.6676406567
61,3956.75675676,3.95675675676,391.398100978,1.97837837838,97.8495252446
62,4021.62162162,4.02162162162,404.336011864,2.01081081081,101.084002966
63,4086.48648649,4.08648648649,417.484295285,2.04324324324,104.371073821
64,4151.35135135,4.15135135135,430.84295124,2.07567567568,107.71073781
65,4216.21621622,4.21621621622,444.41197973,2.10810810811,111.102994933
66,4281.08108108,4.28108108108,458.191380755,2.14054054054,114.547845189
67,4345.94594595,4.34594594595,472.181154314,2.17297297297,118.045288579
68,4410.81081081,4.41081081081,486.381300408,2.20540540541,121.595325102
69,4475.67567568,4.47567567568,500.791819037,2.23783783784,125.197954759
70,4540.54054054,4.54054054054,515.4127102,2.27027027027,128.85317755
71,4605.40540541,4.60540540541,530.243973897,2.3027027027,132.560993474
72,4670.27027027,4.67027027027,545.28561013,2.33513513514,136.321402532
