,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,0.648648648649,2.1037253514
2,129.72972973,1.2972972973,8.41490139818
3,194.594594595,1.94594594595,18.9335281353
4,259.459459459,2.59459459459,33.6596055791
5,324.324324324,3.24324324324,52.5931337178
6,389.189189189,3.89189189189,75.7341125493
7,454.054054054,4.54054054054,103.082542073
8,518.918918919,5.18918918919,134.63842229
9,583.783783784,5.83783783784,170.4017532
10,648.648648649,6.48648648649,210.372534802
11,713.513513514,7.13513513514,254.550767097
12,778.378378378,7.78378378378,302.936450085
13,843.243243243,8.43243243243,355.529583766
14,908.108108108,9.08108108108,412.330168139
15,972.972972973,9.72972972973,473.338203205
16,1037.83783784,10.3783783784,538.553688964
17,1102.7027027,11.027027027,607.976625415
18,1167.56756757,11.6756756757,681.60701257
19,1232.43243243,12.3243243243,759.44485045
20,1297.2972973,12.972972973,841.490139024
21,1362.16216216,13.6216216216,927.742878291
22,1427.02702703,14.2702702703,1018.20306825
23,1491.89189189,14.9189189189,1112.87070891
24,1556.75675676,15.5675675676,1211.74580025
25,1621.62162162,16.2162162162,1314.8283423
26,1686.48648649,16.8648648649,1422.11833503
27,1751.35135135,17.5135135135,1533.61577846
28,1816.21621622,18.1621621622,1649.32067258
29,1881.08108108,18.8108108108,1769.2330174
30,1945.94594595,19.4594594595,1893.35281291
31,2010.81081081,20.1081081081,2021.68005911
32,2075.67567568,20.7567567568,2154.21475601
33,2140.54054054,21.4054054054,2290.9569036
34,2205.40540541,22.0540540541,2431.90650188
35,2270.27027027,22.7027027027,2577.06355086
36,2335.13513514,23.3513513514,2726.42805053
37,2400.0,24.0,2880.00000089
38,2464.86486486,24.6486486486,3037.77940195
39,2529.72972973,25.2972972973,3199.7662537
40,2594.59459459,25.9459459459,3365.96055614
41,2659.45945946,26.5945945946,3536.36230928
42,2724.32432432,27.2432432432,3710.97151311
43,2789.18918919,27.8918918919,3889.78816764
44,2854.05405405,28.5405405405,4072.81227286
45,2918.91891892,29.1891891892,4260.04382877
46,2983.78378378,29.8378378378,4451.48283538
47,3048.64864865,30.4864864865,4647.12929267
48,3113.51351351,31.1351351351,4846.98320067
49,3178.37837838,31.7837837838,5051.04455935
50,3243.24324324,32.4324324324,5259.31336873
51,3308.10810811,33.0810810811,5471.78962881
52,3372.97297297,33.7297297297,5688.47333957
53,3437.83783784,34.3783783784,5909.36450104
54,3502.7027027,35.027027027,6134.46311319
55,3567.56756757,35.6756756757,6363.76917604
56,3632.43243243,36.3243243243,6597.28268958
57,3697.2972973,36.972972973,6835.00365381
58,3762.16216216,37.6216216216,7076.93206874
59,3827.02702703,38.2702702703,7323.06793436
60,3891.89189189,38.9189189189,7573.41125068
61,3956.75675676,39.5675675676,7827.96201769
62,4021.62162162,40.2162162162,8086.72023539
63,4086.48648649,40.8648648649,8349.68590378
64,4151.35135135,41.5135135135,8616.85902287
65,4216.21621622,42.1621621622,8888.23959266
66,4281.08108108,42.8108108108,9163.82761313
67,4345.94594595,43.4594594595,9443.6230843
68,4410.81081081,44.1081081081,9727.62600617
69,4475.67567568,44.7567567568,10015.8363787
70,4540.54054054,45.4054054054,10308.254202
71,4605.40540541,46.0540540541,10604.8794759
72,4670.27027027,46.7027027027,10905.7122006
73,4735.13513514,47.3513513514,11210.7523759
74,4800.0,48.0,11520.0000019
75,4864.86486486,48.6486486486,11833.4550786
76,4929.72972973,49.2972972973,12151.117606
77,4994.59459459,49.9459459459,12472.9875841
78,5059.45945946,50.5945945946,12799.0650129
79,5124.32432432,51.2432432432,13129.3498924
80,5189.18918919,51.8918918919,13463.8422226
81,5254.05405405,52.5405405405,13802.5420035
82,5318.91891892,53.1891891892,14145.4492351
83,5383.78378378,53.8378378378,14492.5639173
84,5448.64864865,54.4864864865,14843.8860503
85,5513.51351351,55.1351351351,15199.415634
86,5578.37837838,55.7837837838,15559.1526683
87,5643.24324324,56.4324324324,15923.0971533
88,5708.10810811,57.0810810811,16291.2490891
89,5772.97297297,57.7297297297,16663.6084755
90,5837.83783784,58.3783783784,17040.1753126
91,5902.7027027,59.027027027,17420.9496004
92,5967.56756757,59.6756756757,17805.931339
93,6032.43243243,60.3243243243,18195.1205282
94,6097.2972973,60.972972973,18588.5171681
95,6162.16216216,61.6216216216,18986.1212586
96,6227.02702703,62.2702702703,19387.9327999
97,6291.89189189,62.9189189189,19793.9517919
98,6356.75675676,63.5675675676,20204.1782346
99,6421.62162162,64.2162162162,20618.6121279
100,6486.48648649,64.8648648649,21037.253472
101,6551.35135135,65.5135135135,21460.1022667
