,Time(s),RNA1,Protein1,RNA2,Protein2,Vol
0,0.0,0.0,0.0,0.0,0.0,10.2593049425
1,0.1001001001,0.0100099349716,5.00998375405e-05,0.000500489790427,1.6699812468e-07,10.2594363939
2,0.2002002002,0.0200197198681,0.000200398147971,0.00100095816135,6.67985276122e-07,10.2595678469
3,0.3003003003,0.0300293546916,0.000450893638626,0.00150140511357,1.50295268035e-06,10.2596993017
4,0.4004004004,0.040038839444,0.00080158486563,0.00200183064797,2.67189068012e-06,10.2598307581
5,0.500500500501,0.0500481741291,0.00125246947959,0.002502234766,4.17478360235e-06,10.2599622163
6,0.600600600601,0.0600573587473,0.00180354707514,0.00300261746789,6.0116287422e-06,10.2600936761
7,0.700700700701,0.0700663933007,0.00245481633412,0.00350297875446,8.18241731212e-06,10.2602251376
8,0.800800800801,0.0800752777924,0.00320627512882,0.004003318627,1.06871351296e-05,10.2603566008
9,0.900900900901,0.0900840122234,0.00405792286778,0.00450363708587,1.35257782493e-05,10.2604880657
10,1.001001001,0.100092596597,0.0050097573089,0.00500393413243,1.66983317312e-05,10.2606195322
11,1.1011011011,0.110101030915,0.00606177727377,0.00550420976742,2.0204787719e-05,10.2607510005
12,1.2012012012,0.120109315179,0.00721398113753,0.00600446399182,2.40451353863e-05,10.2608824704
13,1.3013013013,0.130117449394,0.00846636718677,0.00650469680667,2.82193633184e-05,10.261013942
14,1.4014014014,0.140125433559,0.00981893406605,0.0070049082128,3.27274624781e-05,10.2611454153
15,1.5015015015,0.150133267678,0.0112716802846,0.00750509821113,3.75694229293e-05,10.2612768903
16,1.6016016016,0.160140951753,0.0128246043515,0.00800526680256,4.27452347357e-05,10.2614083669
17,1.7017017017,0.170148485786,0.0144777046194,0.00850541398809,4.82548869458e-05,10.2615398453
18,1.8018018018,0.18015586978,0.016230979571,0.00900553976865,5.4098369452e-05,10.2616713253
19,1.9019019019,0.190163103736,0.0180844277891,0.0095056441451,6.02756727949e-05,10.261802807
20,2.002002002,0.200170187658,0.0200380477776,0.0100057271184,6.67867870037e-05,10.2619342904
21,2.1021021021,0.210177121546,0.0220918380402,0.0105057886894,7.36317021076e-05,10.2620657755
22,2.2022022022,0.220183905404,0.0242457970809,0.011005828859,8.08104081356e-05,10.2621972623
23,2.3023023023,0.230190539234,0.0264999234034,0.0115058476281,8.8322895117e-05,10.2623287507
24,2.4024024024,0.240197023037,0.0288542155116,0.0120058449978,9.61691530808e-05,10.2624602409
25,2.5025025025,0.250203356817,0.0313086719094,0.0125058209687,0.000104349172056,10.2625917327
26,2.6026026026,0.260209540575,0.0338632911006,0.013005775542,0.000112862942072,10.2627232262
27,2.7027027027,0.270215574315,0.0365180713449,0.0135057087186,0.000121710451773,10.2628547214
28,2.8028028028,0.280221458037,0.0392730112029,0.0140056204995,0.00013089169151,10.2629862183
29,2.9029029029,0.290227191744,0.0421281092884,0.0145055108853,0.000140406651936,10.2631177168
30,3.003003003,0.300232775439,0.0450833641037,0.0150053798772,0.000150255323072,10.2632492171
31,3.1031031031,0.310238209124,0.0481387741509,0.0155052274759,0.000160437694935,10.263380719
32,3.2032032032,0.320243492801,0.0512943379322,0.0160050536825,0.000170953757548,10.2635122226
33,3.3033033033,0.330248626472,0.0545500539498,0.0165048584978,0.000181803500928,10.2636437279
34,3.4034034034,0.340253610139,0.0579059207059,0.0170046419227,0.000192986915096,10.2637752349
35,3.5035035035,0.350258443805,0.0613619367026,0.0175044039581,0.000204503990071,10.2639067436
36,3.6036036036,0.360263127472,0.0649181004422,0.018004144605,0.000216354715874,10.264038254
37,3.7037037037,0.370267661142,0.0685744104267,0.0185038638643,0.000228539082523,10.264169766
38,3.8038038038,0.380272044818,0.0723308651584,0.0190035617369,0.000241057080038,10.2643012797
39,3.9039039039,0.390276278501,0.0761874631395,0.0195032382237,0.00025390869844,10.2644327951
40,4.004004004,0.400280362194,0.0801442028721,0.0200028933256,0.000267093927748,10.2645643122
41,4.1041041041,0.4102842959,0.0842010828584,0.0205025270435,0.000280612757981,10.264695831
42,4.2042042042,0.420288079619,0.0883581016006,0.0210021393783,0.000294465179159,10.2648273515
43,4.3043043043,0.430291713356,0.0926152576009,0.021501730331,0.000308651181303,10.2649588736
44,4.4044044044,0.440295197111,0.0969725493615,0.0220012999025,0.000323170754431,10.2650903975
45,4.5045045045,0.450298530887,0.101429975384,0.0225008480937,0.000338023888563,10.265221923
46,4.6046046046,0.460301714687,0.105987534172,0.0230003749055,0.000353210573719,10.2653534502
47,4.7047047047,0.470304748512,0.110645224226,0.0234998803387,0.000368730799919,10.2654849791
48,4.8048048048,0.480307632366,0.11540304404,0.0239993643944,0.000384584557152,10.2656165097
49,4.9049049049,0.49031036625,0.12026099129,0.0244988270737,0.000400771833015,10.265748042
50,5.00500500501,0.500312950167,0.125219065231,0.0249982683773,0.000417292619738,10.2658795759
51,5.10510510511,0.510315384119,0.130277264365,0.0254976883061,0.000434146907339,10.2660111115
52,5.20520520521,0.520317668108,0.135435587192,0.025997086861,0.000451334685834,10.2661426489
53,5.30530530531,0.530319802136,0.140694032213,0.0264964640429,0.000468855945241,10.2662741879
54,5.40540540541,0.540321786205,0.146052597931,0.0269958198527,0.000486710675575,10.2664057286
55,5.50550550551,0.550323620318,0.151511282845,0.0274951542914,0.000504898866854,10.2665372709
56,5.60560560561,0.560325304477,0.157070085458,0.0279944673598,0.000523420509094,10.266668815
57,5.70570570571,0.570326838684,0.16272900427,0.0284937590589,0.000542275592313,10.2668003608
58,5.80580580581,0.580328222942,0.168488037783,0.0289930293896,0.000561464106526,10.2669319082
59,5.90590590591,0.590329457252,0.174347184498,0.0294922783528,0.000580986041752,10.2670634573
60,6.00600600601,0.600330541617,0.180306442915,0.0299915059495,0.000600841388005,10.2671950081
61,6.10610610611,0.61033147604,0.186365811537,0.0304907121804,0.000621030135305,10.2673265606
62,6.20620620621,0.620332260521,0.192525288864,0.0309898970466,0.000641552273666,10.2674581148
63,6.30630630631,0.630332895065,0.198784873398,0.031489060549,0.000662407793106,10.2675896706
64,6.40640640641,0.640333379672,0.205144563639,0.0319882026884,0.000683596683642,10.2677212282
65,6.50650650651,0.650333714345,0.211604358089,0.0324873234658,0.000705118935291,10.2678527874
66,6.60660660661,0.660333899087,0.21816425525,0.0329864228822,0.000726974538069,10.2679843483
67,6.70670670671,0.6703339339,0.224824253622,0.0334855009383,0.000749163481992,10.2681159109
68,6.80680680681,0.680333818785,0.231584351706,0.0339845576352,0.000771685757079,10.2682474752
69,6.90690690691,0.690333553746,0.238444548004,0.0344835929737,0.000794541353345,10.2683790412
70,7.00700700701,0.700333138783,0.245404841017,0.0349826069547,0.000817730260808,10.2685106089
71,7.10710710711,0.710332573901,0.252465229246,0.0354815995793,0.000841252469484,10.2686421782
72,7.20720720721,0.7203318591,0.259625711192,0.0359805708482,0.000865107969389,10.2687737493
73,7.30730730731,0.730330994383,0.266886285357,0.0364795207624,0.000889296750542,10.268905322
74,7.40740740741,0.740329979753,0.274246950242,0.0369784493229,0.000913818802958,10.2690368964
75,7.50750750751,0.750328815211,0.281707704347,0.0374773565304,0.000938674116654,10.2691684725
76,7.60760760761,0.760327500761,0.289268546174,0.037976242386,0.000963862681647,10.2693000502
77,7.70770770771,0.770326036403,0.296929474225,0.0384751068906,0.000989384487955,10.2694316297
78,7.80780780781,0.78032442214,0.304690487,0.038973950045,0.00101523952559,10.2695632109
79,7.90790790791,0.790322657975,0.312551583,0.0394727718502,0.00104142778458,10.2696947937
80,8.00800800801,0.80032074391,0.320512760728,0.0399715723071,0.00106794925493,10.2698263782
81,8.10810810811,0.810318679947,0.328574018683,0.0404703514167,0.00109480392666,10.2699579644
82,8.20820820821,0.820316466089,0.336735355368,0.0409691091797,0.00112199178979,10.2700895523
83,8.30830830831,0.830314102337,0.344996769283,0.0414678455972,0.00114951283433,10.2702211419
84,8.40840840841,0.840311588693,0.353358258929,0.04196656067,0.0011773670503,10.2703527331
85,8.50850850851,0.850308925161,0.361819822809,0.0424652543991,0.00120555442773,10.2704843261
86,8.60860860861,0.860306111742,0.370381459422,0.0429639267854,0.00123407495661,10.2706159207
87,8.70870870871,0.870303148438,0.379043167271,0.0434625778298,0.00126292862698,10.2707475171
88,8.80880880881,0.880300035253,0.387804944855,0.0439612075331,0.00129211542885,10.2708791151
89,8.90890890891,0.890296772187,0.396666790678,0.0444598158965,0.00132163535223,10.2710107148
90,9.00900900901,0.900293359243,0.405628703239,0.0449584029206,0.00135148838715,10.2711423161
91,9.10910910911,0.910289796424,0.41469068104,0.0454569686065,0.00138167452361,10.2712739192
92,9.20920920921,0.920286083732,0.423852722522,0.045955512955,0.00141219375249,10.271405524
93,9.30930930931,0.930282221171,0.433114825073,0.0464540359659,0.0014430460796,10.2715371304
94,9.40940940941,0.940278208741,0.442476988307,0.0469525376413,0.00147423147915,10.2716687385
95,9.50950950951,0.950274046444,0.451939210726,0.047451017982,0.00150574994118,10.2718003483
96,9.60960960961,0.960269734284,0.46150149083,0.0479494769889,0.00153760145571,10.2719319598
97,9.70970970971,0.970265272261,0.471163827119,0.048447914663,0.00156978601276,10.272063573
98,9.80980980981,0.980260660379,0.480926218095,0.0489463310053,0.00160230360234,10.2721951879
99,9.90990990991,0.990255898639,0.490788662259,0.0494447260165,0.00163515421449,10.2723268045
100,10.01001001,1.00025098704,0.500751158111,0.0499430996976,0.00166833783922,10.2724584227
101,10.1101101101,1.0102459256,0.510813704152,0.0504414520496,0.00170185446655,10.2725900426
102,10.2102102102,1.0202407143,0.520976298884,0.0509397830733,0.00173570408651,10.2727216642
103,10.3103103103,1.03023535315,0.531238940806,0.0514380927696,0.00176988668912,10.2728532875
104,10.4104104104,1.04022984216,0.54160162842,0.0519363811396,0.0018044022644,10.2729849125
105,10.5105105105,1.05022418132,0.552064360226,0.052434648184,0.00183925080237,10.2731165392
106,10.6106106106,1.06021837064,0.562627134726,0.0529328939038,0.00187443229306,10.2732481676
107,10.7107107107,1.07021241012,0.57328995042,0.0534311182999,0.00190994672648,10.2733797976
108,10.8108108108,1.08020629977,0.584052805809,0.0539293213732,0.00194579409266,10.2735114294
109,10.9109109109,1.09020003958,0.594915699394,0.0544275031247,0.00198197438162,10.2736430628
110,11.011011011,1.10019362955,0.605878629675,0.0549256635552,0.00201848758338,10.2737746979
111,11.1111111111,1.1101870697,0.616941595155,0.0554238026657,0.00205533368797,10.2739063347
112,11.2112112112,1.12018036002,0.628104594332,0.0559219204571,0.00209251268539,10.2740379732
113,11.3113113113,1.13017350051,0.639367625709,0.0564200169303,0.00213002456569,10.2741696133
114,11.4114114114,1.14016649118,0.650730687786,0.0569180920862,0.00216786931887,10.2743012552
115,11.5115115115,1.15015933202,0.662193779064,0.0574161459256,0.00220604693497,10.2744328987
116,11.6116116116,1.16015202305,0.673756898044,0.0579141784497,0.00224455740399,10.274564544
117,11.7117117117,1.17014456426,0.685420043226,0.0584121896591,0.00228340071597,10.2746961909
118,11.8118118118,1.18013695566,0.697183213112,0.058910179555,0.00232257686093,10.2748278395
119,11.9119119119,1.19012919724,0.709046406202,0.0594081481381,0.00236208582888,10.2749594898
120,12.012012012,1.20012128901,0.721009620997,0.0599060954093,0.00240192760986,10.2750911417
121,12.1121121121,1.21011323098,0.733072855998,0.0604040213697,0.00244210219387,10.2752227954
122,12.2122122122,1.22010502314,0.745236109706,0.0609019260201,0.00248260957095,10.2753544508
123,12.3123123123,1.23009666549,0.757499380621,0.0613998093615,0.00252344973111,10.2754861078
