,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,6.48648648649,10.518626746
2,129.72972973,12.972972973,42.0745069747
3,194.594594595,19.4594594595,94.6676406817
4,259.459459459,25.9459459459,168.298027852
5,324.324324324,32.4324324324,262.965668487
6,389.189189189,38.9189189189,378.670562585
7,454.054054054,45.4054054054,515.412710146
8,518.918918919,51.8918918919,673.192111178
9,583.783783784,58.3783783784,852.008765764
10,648.648648649,64.8648648649,1051.86267382
11,713.513513514,71.3513513514,1272.75383534
12,778.378378378,77.8378378378,1514.68225033
13,843.243243243,84.3243243243,1777.64791879
14,908.108108108,90.8108108108,2061.65084071
15,972.972972973,97.2972972973,2366.69101611
16,1037.83783784,103.783783784,2692.76844497
17,1102.7027027,110.27027027,3039.8831273
18,1167.56756757,116.756756757,3408.03506309
19,1232.43243243,123.243243243,3797.22425235
20,1297.2972973,129.72972973,4207.45069509
21,1362.16216216,136.216216216,4638.71439128
22,1427.02702703,142.702702703,5091.01534095
23,1491.89189189,149.189189189,5564.35354409
24,1556.75675676,155.675675676,6058.72900069
25,1621.62162162,162.162162162,6574.14171076
26,1686.48648649,168.648648649,7110.59167429
27,1751.35135135,175.135135135,7668.0788913
28,1816.21621622,181.621621622,8246.60336177
29,1881.08108108,188.108108108,8846.16508571
30,1945.94594595,194.594594595,9466.76406312
31,2010.81081081,201.081081081,10108.400294
32,2075.67567568,207.567567568,10771.0737783
33,2140.54054054,214.054054054,11454.7845162
34,2205.40540541,220.540540541,12159.5325074
35,2270.27027027,227.027027027,12885.3177522
36,2335.13513514,233.513513514,13632.1402504
37,2400.0,240.0,14400.0000021
38,2464.86486486,246.486486486,15188.8970072
39,2529.72972973,252.972972973,15998.8312658
40,2594.59459459,259.459459459,16829.8027779
41,2659.45945946,265.945945946,17681.8115435
42,2724.32432432,272.432432432,18554.8575625
43,2789.18918919,278.918918919,19448.940835
44,2854.05405405,285.405405405,20364.0613609
45,2918.91891892,291.891891892,21300.2191404
46,2983.78378378,298.378378378,22257.4141733
47,3048.64864865,304.864864865,23235.6464596
48,3113.51351351,311.351351351,24234.9159994
49,3178.37837838,317.837837838,25255.2227927
50,3243.24324324,324.324324324,26296.5668395
51,3308.10810811,330.810810811,27358.9481397
52,3372.97297297,337.297297297,28442.3666934
53,3437.83783784,343.783783784,29546.8225006
54,3502.7027027,350.27027027,30672.3155612
55,3567.56756757,356.756756757,31818.8458753
56,3632.43243243,363.243243243,32986.413443
57,3697.2972973,369.72972973,34175.0182644
58,3762.16216216,376.216216216,35384.6603391
59,3827.02702703,382.702702703,36615.3396674
60,3891.89189189,389.189189189,37867.0562491
61,3956.75675676,395.675675676,39139.8100843
62,4021.62162162,402.162162162,40433.601173
63,4086.48648649,408.648648649,41748.4295151
64,4151.35135135,415.135135135,43084.2951107
65,4216.21621622,421.621621622,44441.1979598
66,4281.08108108,428.108108108,45819.1380623
67,4345.94594595,434.594594595,47218.1154183
68,4410.81081081,441.081081081,48638.1300278
69,4475.67567568,447.567567568,50079.1818908
70,4540.54054054,454.054054054,51541.2710072
71,4605.40540541,460.540540541,53024.3973771
72,4670.27027027,467.027027027,54528.5610004
73,4735.13513514,473.513513514,56053.7618773
74,4800.0,480.0,57600.0000075
75,4864.86486486,486.486486486,59167.2753913
76,4929.72972973,492.972972973,60755.5880285
77,4994.59459459,499.459459459,62364.9379192
78,5059.45945946,505.945945946,63995.3250634
79,5124.32432432,512.432432432,65646.749461
80,5189.18918919,518.918918919,67319.2111122
