,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,0.0648648648649,0.0701241786463
2,129.72972973,0.12972972973,0.280496714135
3,194.594594595,0.194594594595,0.631117605726
4,259.459459459,0.259459459459,1.12198685394
5,324.324324324,0.324324324324,1.75310445955
6,389.189189189,0.389189189189,2.52447042151
7,454.054054054,0.454054054054,3.43608473981
8,518.918918919,0.518918918919,4.48794741445
9,583.783783784,0.583783783784,5.68005844544
10,648.648648649,0.648648648649,7.01241783277
11,713.513513514,0.713513513514,8.48502557645
12,778.378378378,0.778378378378,10.0978816765
13,843.243243243,0.843243243243,11.8509861328
14,908.108108108,0.908108108108,13.7443389455
15,972.972972973,0.972972972973,15.7779401146
16,1037.83783784,1.03783783784,17.95178964
17,1102.7027027,1.1027027027,20.2658875217
18,1167.56756757,1.16756756757,22.7202337627
19,1232.43243243,1.23243243243,25.3148283605
20,1297.2972973,1.2972972973,28.0496713147
21,1362.16216216,1.36216216216,30.9247626253
22,1427.02702703,1.42702702703,33.9401022923
23,1491.89189189,1.49189189189,37.0956903158
24,1556.75675676,1.55675675676,40.3915266957
25,1621.62162162,1.62162162162,43.827611432
26,1686.48648649,1.68648648649,47.4039445247
27,1751.35135135,1.75135135135,51.1205259739
28,1816.21621622,1.81621621622,54.9773557794
29,1881.08108108,1.88108108108,58.9744339415
30,1945.94594595,1.94594594595,63.1117604599
31,2010.81081081,2.01081081081,67.3893353347
32,2075.67567568,2.07567567568,71.807158566
33,2140.54054054,2.14054054054,76.3652301537
34,2205.40540541,2.20540540541,81.0635500979
35,2270.27027027,2.27027027027,85.9021183984
36,2335.13513514,2.33513513514,90.8809350554
37,2400.0,2.4,96.0000000688
38,2464.86486486,2.46486486486,101.259313439
39,2529.72972973,2.52972972973,106.658875165
40,2594.59459459,2.59459459459,112.198685248
41,2659.45945946,2.65945945946,117.878743687
42,2724.32432432,2.72432432432,123.699050482
43,2789.18918919,2.78918918919,129.659605634
44,2854.05405405,2.85405405405,135.760409142
45,2918.91891892,2.91891891892,142.001461007
46,2983.78378378,2.98378378378,148.382761229
47,3048.64864865,3.04864864865,154.904309806
48,3113.51351351,3.11351351351,161.56610674
49,3178.37837838,3.17837837838,168.368152031
50,3243.24324324,3.24324324324,175.310445678
51,3308.10810811,3.30810810811,182.392987681
52,3372.97297297,3.37297297297,189.615778041
53,3437.83783784,3.43783783784,196.978816757
54,3502.7027027,3.5027027027,204.48210383
55,3567.56756757,3.56756756757,212.125639259
56,3632.43243243,3.63243243243,219.909423044
57,3697.2972973,3.6972972973,227.833455186
58,3762.16216216,3.76216216216,235.897735684
59,3827.02702703,3.82702702703,244.102264539
60,3891.89189189,3.89189189189,252.44704175
61,3956.75675676,3.95675675676,260.932067318
62,4021.62162162,4.02162162162,269.557341242
63,4086.48648649,4.08648648649,278.322863522
64,4151.35135135,4.15135135135,287.228634159
65,4216.21621622,4.21621621622,296.274653152
66,4281.08108108,4.28108108108,305.460920502
67,4345.94594595,4.34594594595,314.787436208
68,4410.81081081,4.41081081081,324.254200271
69,4475.67567568,4.47567567568,333.86121269
70,4540.54054054,4.54054054054,343.608473465
71,4605.40540541,4.60540540541,353.495982597
72,4670.27027027,4.67027027027,363.523740085
73,4735.13513514,4.73513513514,373.69174593
74,4800.0,4.8,384.000000131
75,4864.86486486,4.86486486486,394.448502689
76,4929.72972973,4.92972972973,405.037253602
77,4994.59459459,4.99459459459,415.766252873
78,5059.45945946,5.05945945946,426.6355005
79,5124.32432432,5.12432432432,437.644996483
80,5189.18918919,5.18918918919,448.794740823
81,5254.05405405,5.25405405405,460.084733519
82,5318.91891892,5.31891891892,471.514974571
83,5383.78378378,5.38378378378,483.08546398
84,5448.64864865,5.44864864865,494.796201745
85,5513.51351351,5.51351351351,506.647187867
86,5578.37837838,5.57837837838,518.638422345
87,5643.24324324,5.64324324324,530.76990518
88,5708.10810811,5.70810810811,543.041636371
89,5772.97297297,5.77297297297,555.453615918
90,5837.83783784,5.83783783784,568.005843822
91,5902.7027027,5.9027027027,580.698320083
92,5967.56756757,5.96756756757,593.531044699
93,6032.43243243,6.03243243243,606.504017673
94,6097.2972973,6.0972972973,619.617239002
95,6162.16216216,6.16216216216,632.870708688
96,6227.02702703,6.22702702703,646.264426731
97,6291.89189189,6.29189189189,659.798393129
98,6356.75675676,6.35675675676,673.47260789
99,6421.62162162,6.42162162162,687.28707101
100,6486.48648649,6.48648648649,701.241782486
101,6551.35135135,6.55135135135,715.336742318
102,6616.21621622,6.61621621622,729.571950507
103,6681.08108108,6.68108108108,743.947407053
104,6745.94594595,6.74594594595,758.463111954
105,6810.81081081,6.81081081081,773.119065213
106,6875.67567568,6.87567567568,787.915266827
107,6940.54054054,6.94054054054,802.851716799
108,7005.40540541,7.00540540541,817.928415126
109,7070.27027027,7.07027027027,833.14536181
110,7135.13513514,7.13513513514,848.502556851
111,7200.0,7.2,864.000000248
112,7264.86486486,7.26486486486,879.637692001
113,7329.72972973,7.32972972973,895.415632111
114,7394.59459459,7.39459459459,911.333820577
115,7459.45945946,7.45945945946,927.3922574
116,7524.32432432,7.52432432432,943.590942579
117,7589.18918919,7.58918918919,959.929876115
118,7654.05405405,7.65405405405,976.409058007
119,7718.91891892,7.71891891892,993.028488256
120,7783.78378378,7.78378378378,1009.78816686
121,7848.64864865,7.84864864865,1026.68809382
122,7913.51351351,7.91351351351,1043.72826914
123,7978.37837838,7.97837837838,1060.90869281
124,8043.24324324,8.04324324324,1078.22936485
125,8108.10810811,8.10810810811,1095.69028523
126,8172.97297297,8.17297297297,1113.29145398
127,8237.83783784,8.23783783784,1131.03287108
128,8302.7027027,8.3027027027,1148.91453653
129,8367.56756757,8.36756756757,1166.93645035
130,8432.43243243,8.43243243243,1185.09861252
131,8497.2972973,8.4972972973,1203.40102304
132,8562.16216216,8.56216216216,1221.84368192
133,8627.02702703,8.62702702703,1240.42658916
134,8691.89189189,8.69189189189,1259.14974476
135,8756.75675676,8.75675675676,1278.01314871
136,8821.62162162,8.82162162162,1297.01680102
137,8886.48648649,8.88648648649,1316.16070168
138,8951.35135135,8.95135135135,1335.4448507
139,9016.21621622,9.01621621622,1354.86924808
140,9081.08108108,9.08108108108,1374.43389382
141,9145.94594595,9.14594594595,1394.13878791
142,9210.81081081,9.21081081081,1413.98393035
143,9275.67567568,9.27567567568,1433.96932116
144,9340.54054054,9.34054054054,1454.09496032
145,9405.40540541,9.40540540541,1474.36084783
146,9470.27027027,9.47027027027,1494.76698371
147,9535.13513514,9.53513513514,1515.31336794
148,9600.0,9.6,1536.00000052
149,9664.86486486,9.66486486486,1556.82688146
150,9729.72972973,9.72972972973,1577.79401076
151,9794.59459459,9.79459459459,1598.90138842
152,9859.45945946,9.85945945946,1620.14901443
153,9924.32432432,9.92432432432,1641.5368888
154,9989.18918919,9.98918918919,1663.06501152
155,10054.0540541,10.0540540541,1684.7333826
156,10118.9189189,10.1189189189,1706.54200204
157,10183.7837838,10.1837837838,1728.49086983
158,10248.6486486,10.2486486486,1750.57998598
159,10313.5135135,10.3135135135,1772.80935049
160,10378.3783784,10.3783783784,1795.17896335
161,10443.2432432,10.4432432432,1817.68882457
162,10508.1081081,10.5081081081,1840.33893415
163,10572.972973,10.572972973,1863.12929208
164,10637.8378378,10.6378378378,1886.05989837
165,10702.7027027,10.7027027027,1909.13075301
166,10767.5675676,10.7675675676,1932.34185602
167,10832.4324324,10.8324324324,1955.69320737
168,10897.2972973,10.8972972973,1979.18480709
169,10962.1621622,10.9621621622,2002.81665516
170,11027.027027,11.027027027,2026.58875159
171,11091.8918919,11.0918918919,2050.50109637
172,11156.7567568,11.1567567568,2074.55368951
173,11221.6216216,11.2216216216,2098.74653101
174,11286.4864865,11.2864864865,2123.07962086
175,11351.3513514,11.3513513514,2147.55295907
176,11416.2162162,11.4162162162,2172.16654564
177,11481.0810811,11.4810810811,2196.92038056
178,11545.9459459,11.5459459459,2221.81446384
179,11610.8108108,11.6108108108,2246.84879548
180,11675.6756757,11.6756756757,2272.02337547
181,11740.5405405,11.7405405405,2297.33820382
182,11805.4054054,11.8054054054,2322.79328052
183,11870.2702703,11.8702702703,2348.38860558
184,11935.1351351,11.9351351351,2374.124179
185,12000.0,12.0,2400.00000078
186,12064.8648649,12.0648648649,2426.01607091
187,12129.7297297,12.1297297297,2452.17238939
188,12194.5945946,12.1945945946,2478.46895624
189,12259.4594595,12.2594594595,2504.90577144
190,12324.3243243,12.3243243243,2531.48283499
191,12389.1891892,12.3891891892,2558.20014691
192,12454.0540541,12.4540540541,2585.05770718
193,12518.9189189,12.5189189189,2612.0555158
194,12583.7837838,12.5837837838,2639.19357279
195,12648.6486486,12.6486486486,2666.47187812
196,12713.5135135,12.7135135135,2693.89043182
197,12778.3783784,12.7783783784,2721.44923387
198,12843.2432432,12.8432432432,2749.14828428
199,12908.1081081,12.9081081081,2776.98758304
200,12972.972973,12.972972973,2804.96713017
201,13037.8378378,13.0378378378,2833.08692564
202,13102.7027027,13.1027027027,2861.34696948
203,13167.5675676,13.1675675676,2889.74726167
204,13232.4324324,13.2324324324,2918.28780221
205,13297.2972973,13.2972972973,2946.96859112
206,13362.1621622,13.3621621622,2975.78962838
207,13427.027027,13.427027027,3004.75091399
208,13491.8918919,13.4918918919,3033.85244797
209,13556.7567568,13.5567567568,3063.0942303
210,13621.6216216,13.6216216216,3092.47626098
211,13686.4864865,13.6864864865,3121.99854002
212,13751.3513514,13.7513513514,3151.66106742
213,13816.2162162,13.8162162162,3181.46384318
214,13881.0810811,13.8810810811,3211.40686729
215,13945.9459459,13.9459459459,3241.49013976
216,14010.8108108,14.0108108108,3271.71366058
217,14075.6756757,14.0756756757,3302.07742976
218,14140.5405405,14.1405405405,3332.5814473
219,14205.4054054,14.2054054054,3363.22571319
220,14270.2702703,14.2702702703,3394.01022744
221,14335.1351351,14.3351351351,3424.93499005
222,14400.0,14.4,3456.00000101
223,14464.8648649,14.4648648649,3487.20526033
224,14529.7297297,14.5297297297,3518.55076801
225,14594.5945946,14.5945945946,3550.03652404
226,14659.4594595,14.6594594595,3581.66252843
227,14724.3243243,14.7243243243,3613.42878117
228,14789.1891892,14.7891891892,3645.33528228
229,14854.0540541,14.8540540541,3677.38203173
230,14918.9189189,14.9189189189,3709.56902955
231,14983.7837838,14.9837837838,3741.89627572
232,15048.6486486,15.0486486486,3774.36377025
233,15113.5135135,15.1135135135,3806.97151313
234,15178.3783784,15.1783783784,3839.71950437
235,15243.2432432,15.2432432432,3872.60774397
236,15308.1081081,15.3081081081,3905.63623192
237,15372.972973,15.372972973,3938.80496823
238,15437.8378378,15.4378378378,3972.1139529
239,15502.7027027,15.5027027027,4005.56318592
240,15567.5675676,15.5675675676,4039.1526673
241,15632.4324324,15.6324324324,4072.88239704
242,15697.2972973,15.6972972973,4106.75237513
243,15762.1621622,15.7621621622,4140.76260158
244,15827.027027,15.827027027,4174.91307638
245,15891.8918919,15.8918918919,4209.20379954
246,15956.7567568,15.9567567568,4243.63477106
247,16021.6216216,16.0216216216,4278.20599094
248,16086.4864865,16.0864864865,4312.91745917
249,16151.3513514,16.1513513514,4347.76917575
250,16216.2162162,16.2162162162,4382.7611407
251,16281.0810811,16.2810810811,4417.893354
252,16345.9459459,16.3459459459,4453.16581565
253,16410.8108108,16.4108108108,4488.57852567
254,16475.6756757,16.4756756757,4524.13148404
255,16540.5405405,16.5405405405,4559.82469076
256,16605.4054054,16.6054054054,4595.65814584
257,16670.2702703,16.6702702703,4631.63184928
258,16735.1351351,16.7351351351,4667.74580108
259,16800.0,16.8,4704.00000123
260,16864.8648649,16.8648648649,4740.39444974
261,16929.7297297,16.9297297297,4776.9291466
262,16994.5945946,16.9945945946,4813.60409182
263,17059.4594595,17.0594594595,4850.4192854
264,17124.3243243,17.1243243243,4887.37472734
265,17189.1891892,17.1891891892,4924.47041763
266,17254.0540541,17.2540540541,4961.70635627
267,17318.9189189,17.3189189189,4999.08254328
268,17383.7837838,17.3837837838,5036.59897864
269,17448.6486486,17.4486486486,5074.25566235
270,17513.5135135,17.5135135135,5112.05259443
271,17578.3783784,17.5783783784,5149.98977485
272,17643.2432432,17.6432432432,5188.06720364
273,17708.1081081,17.7081081081,5226.28488078
274,17772.972973,17.772972973,5264.64280628
275,17837.8378378,17.8378378378,5303.14098014
276,17902.7027027,17.9027027027,5341.77940235
277,17967.5675676,17.9675675676,5380.55807291
278,18032.4324324,18.0324324324,5419.47699184
279,18097.2972973,18.0972972973,5458.53615912
280,18162.1621622,18.1621621622,5497.73557476
281,18227.027027,18.227027027,5537.07523875
282,18291.8918919,18.2918918919,5576.5551511
283,18356.7567568,18.3567567568,5616.17531181
284,18421.6216216,18.4216216216,5655.93572087
285,18486.4864865,18.4864864865,5695.83637829
286,18551.3513514,18.5513513514,5735.87728407
287,18616.2162162,18.6162162162,5776.0584382
288,18681.0810811,18.6810810811,5816.37984069
289,18745.9459459,18.7459459459,5856.84149153
290,18810.8108108,18.8108108108,5897.44339073
291,18875.6756757,18.8756756757,5938.18553829
292,18940.5405405,18.9405405405,5979.06793421
293,19005.4054054,19.0054054054,6020.09057848
294,19070.2702703,19.0702702703,6061.25347111
295,19135.1351351,19.1351351351,6102.55661209
296,19200.0,19.2,6144.00000143
297,19264.8648649,19.2648648649,6185.58363913
298,19329.7297297,19.3297297297,6227.30752518
299,19394.5945946,19.3945945946,6269.17165959
300,19459.4594595,19.4594594595,6311.17604236
301,19524.3243243,19.5243243243,6353.32067348
302,19589.1891892,19.5891891892,6395.60555296
303,19654.0540541,19.6540540541,6438.03068079
304,19718.9189189,19.7189189189,6480.59605699
305,19783.7837838,19.7837837838,6523.30168153
306,19848.6486486,19.8486486486,6566.14755444
307,19913.5135135,19.9135135135,6609.1336757
308,19978.3783784,19.9783783784,6652.26004532
309,20043.2432432,20.0432432432,6695.52666329
310,20108.1081081,20.1081081081,6738.93352962
311,20172.972973,20.172972973,6782.48064431
312,20237.8378378,20.2378378378,6826.16800735
