,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,0.0648648648649,0.210372535729
2,129.72972973,0.12972972973,0.841490140504
3,194.594594595,0.194594594595,1.8933528163
4,259.459459459,0.259459459459,3.36596056149
5,324.324324324,0.324324324324,5.25931337571
6,389.189189189,0.389189189189,7.57341125897
7,454.054054054,0.454054054054,10.3082542113
8,518.918918919,0.518918918919,13.4638422326
9,583.783783784,0.583783783784,17.0401753229
10,648.648648649,0.648648648649,21.0372534829
11,713.513513514,0.713513513514,25.4550767171
12,778.378378378,0.778378378378,30.2936450205
13,843.243243243,0.843243243243,35.5529583932
14,908.108108108,0.908108108108,41.2330168352
15,972.972972973,0.972972972973,47.3338203464
16,1037.83783784,1.03783783784,53.8553689269
17,1102.7027027,1.1027027027,60.7976625767
18,1167.56756757,1.16756756757,68.1607012958
19,1232.43243243,1.23243243243,75.9444850841
20,1297.2972973,1.2972972973,84.1490139417
21,1362.16216216,1.36216216216,92.7742878686
22,1427.02702703,1.42702702703,101.820306865
23,1491.89189189,1.49189189189,111.28707093
24,1556.75675676,1.55675675676,121.174580065
25,1621.62162162,1.62162162162,131.482834269
26,1686.48648649,1.68648648649,142.211833542
27,1751.35135135,1.75135135135,153.361577885
28,1816.21621622,1.81621621622,164.932067296
29,1881.08108108,1.88108108108,176.923301777
30,1945.94594595,1.94594594595,189.335281328
31,2010.81081081,2.01081081081,202.168005947
32,2075.67567568,2.07567567568,215.421475636
33,2140.54054054,2.14054054054,229.095690394
34,2205.40540541,2.20540540541,243.190650222
35,2270.27027027,2.27027027027,257.706355119
36,2335.13513514,2.33513513514,272.642805085
37,2400.0,2.4,288.00000012
38,2464.86486486,2.46486486486,303.777940224
39,2529.72972973,2.52972972973,319.976625398
40,2594.59459459,2.59459459459,336.596055641
41,2659.45945946,2.65945945946,353.636230954
42,2724.32432432,2.72432432432,371.097151335
43,2789.18918919,2.78918918919,388.978816786
44,2854.05405405,2.85405405405,407.281227306
45,2918.91891892,2.91891891892,426.004382896
46,2983.78378378,2.98378378378,445.148283554
47,3048.64864865,3.04864864865,464.712929282
48,3113.51351351,3.11351351351,484.69832008
49,3178.37837838,3.17837837838,505.104455946
50,3243.24324324,3.24324324324,525.931336882
51,3308.10810811,3.30810810811,547.178962887
52,3372.97297297,3.37297297297,568.847333961
53,3437.83783784,3.43783783784,590.936450105
54,3502.7027027,3.5027027027,613.446311318
55,3567.56756757,3.56756756757,636.3769176
56,3632.43243243,3.63243243243,659.728268951
57,3697.2972973,3.6972972973,683.500365383
58,3762.16216216,3.76216216216,707.693206886
59,3827.02702703,3.82702702703,732.306793459
60,3891.89189189,3.89189189189,757.341125102
61,3956.75675676,3.95675675676,782.796201813
62,4021.62162162,4.02162162162,808.672023595
63,4086.48648649,4.08648648649,834.968590445
64,4151.35135135,4.15135135135,861.685902365
65,4216.21621622,4.21621621622,888.823959354
66,4281.08108108,4.28108108108,916.382761412
67,4345.94594595,4.34594594595,944.36230854
68,4410.81081081,4.41081081081,972.762600737
69,4475.67567568,4.47567567568,1001.583638
70,4540.54054054,4.54054054054,1030.82542034
71,4605.40540541,4.60540540541,1060.48794774
72,4670.27027027,4.67027027027,1090.57122022
73,4735.13513514,4.73513513514,1121.07523776
74,4800.0,4.8,1152.00000038
75,4864.86486486,4.86486486486,1183.34550806
76,4929.72972973,4.92972972973,1215.11176081
77,4994.59459459,4.99459459459,1247.29875863
78,5059.45945946,5.05945945946,1279.90650152
79,5124.32432432,5.12432432432,1312.93498948
80,5189.18918919,5.18918918919,1346.38422251
81,5254.05405405,5.25405405405,1380.25420061
82,5318.91891892,5.31891891892,1414.54492378
83,5383.78378378,5.38378378378,1449.25639202
84,5448.64864865,5.44864864865,1484.38860532
85,5513.51351351,5.51351351351,1519.9415637
86,5578.37837838,5.57837837838,1555.91526715
87,5643.24324324,5.64324324324,1592.30971566
88,5708.10810811,5.70810810811,1629.12490924
89,5772.97297297,5.77297297297,1666.3608479
90,5837.83783784,5.83783783784,1704.01753162
91,5902.7027027,5.9027027027,1742.09496041
92,5967.56756757,5.96756756757,1780.59313428
93,6032.43243243,6.03243243243,1819.51205321
94,6097.2972973,6.0972972973,1858.85171721
95,6162.16216216,6.16216216216,1898.61212628
96,6227.02702703,6.22702702703,1938.79328042
97,6291.89189189,6.29189189189,1979.39517962
98,6356.75675676,6.35675675676,2020.4178239
99,6421.62162162,6.42162162162,2061.86121325
100,6486.48648649,6.48648648649,2103.72534767
101,6551.35135135,6.55135135135,2146.01022715
102,6616.21621622,6.61621621622,2188.71585171
103,6681.08108108,6.68108108108,2231.84222133
104,6745.94594595,6.74594594595,2275.38933602
105,6810.81081081,6.81081081081,2319.35719579
106,6875.67567568,6.87567567568,2363.74580062
107,6940.54054054,6.94054054054,2408.55515052
108,7005.40540541,7.00540540541,2453.78524549
109,7070.27027027,7.07027027027,2499.43608553
110,7135.13513514,7.13513513514,2545.50767064
111,7200.0,7.2,2592.00000082
112,7264.86486486,7.26486486486,2638.91307607
113,7329.72972973,7.32972972973,2686.24689639
114,7394.59459459,7.39459459459,2734.00146178
115,7459.45945946,7.45945945946,2782.17677223
116,7524.32432432,7.52432432432,2830.77282776
117,7589.18918919,7.58918918919,2879.78962836
118,7654.05405405,7.65405405405,2929.22717402
119,7718.91891892,7.71891891892,2979.08546476
120,7783.78378378,7.78378378378,3029.36450056
121,7848.64864865,7.84864864865,3080.06428143
122,7913.51351351,7.91351351351,3131.18480737
123,7978.37837838,7.97837837838,3182.72607839
124,8043.24324324,8.04324324324,3234.68809447
125,8108.10810811,8.10810810811,3287.07085562
126,8172.97297297,8.17297297297,3339.87436184
127,8237.83783784,8.23783783784,3393.09861313
128,8302.7027027,8.3027027027,3446.74360948
129,8367.56756757,8.36756756757,3500.80935091
130,8432.43243243,8.43243243243,3555.29583741
131,8497.2972973,8.4972972973,3610.20306898
132,8562.16216216,8.56216216216,3665.53104561
133,8627.02702703,8.62702702703,3721.27976732
134,8691.89189189,8.69189189189,3777.44923409
135,8756.75675676,8.75675675676,3834.03944593
136,8821.62162162,8.82162162162,3891.05040285
137,8886.48648649,8.88648648649,3948.48210483
138,8951.35135135,8.95135135135,4006.33455188
139,9016.21621622,9.01621621622,4064.607744
140,9081.08108108,9.08108108108,4123.30168119
141,9145.94594595,9.14594594595,4182.41636345
142,9210.81081081,9.21081081081,4241.95179078
143,9275.67567568,9.27567567568,4301.90796318
144,9340.54054054,9.34054054054,4362.28488065
145,9405.40540541,9.40540540541,4423.08254319
146,9470.27027027,9.47027027027,4484.30095079
147,9535.13513514,9.53513513514,4545.94010347
148,9600.0,9.6,4608.00000122
149,9664.86486486,9.66486486486,4670.48064403
150,9729.72972973,9.72972972973,4733.38203191
151,9794.59459459,9.79459459459,4796.70416487
152,9859.45945946,9.85945945946,4860.44704289
153,9924.32432432,9.92432432432,4924.61066598
154,9989.18918919,9.98918918919,4989.19503415
155,10054.0540541,10.0540540541,5054.20014738
156,10118.9189189,10.1189189189,5119.62600568
157,10183.7837838,10.1837837838,5185.47260905
158,10248.6486486,10.2486486486,5251.73995748
159,10313.5135135,10.3135135135,5318.42805099
160,10378.3783784,10.3783783784,5385.53688957
161,10443.2432432,10.4432432432,5453.06647322
162,10508.1081081,10.5081081081,5521.01680193
163,10572.972973,10.572972973,5589.38787572
164,10637.8378378,10.6378378378,5658.17969458
165,10702.7027027,10.7027027027,5727.3922585
166,10767.5675676,10.7675675676,5797.02556749
