,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,6.48648648649,21.037253483
2,129.72972973,12.972972973,84.1490139417
3,194.594594595,19.4594594595,189.335281328
4,259.459459459,25.9459459459,336.596055641
5,324.324324324,32.4324324324,525.931336882
6,389.189189189,38.9189189189,757.341125102
7,454.054054054,45.4054054054,1030.82542034
8,518.918918919,51.8918918919,1346.38422251
9,583.783783784,58.3783783784,1704.01753162
10,648.648648649,64.8648648649,2103.72534766
11,713.513513514,71.3513513514,2545.50767064
12,778.378378378,77.8378378378,3029.36450056
13,843.243243243,84.3243243243,3555.29583741
14,908.108108108,90.8108108108,4123.30168119
15,972.972972973,97.2972972973,4733.38203191
16,1037.83783784,103.783783784,5385.53688957
17,1102.7027027,110.27027027,6079.76625416
18,1167.56756757,116.756756757,6816.07012569
19,1232.43243243,123.243243243,7594.44850415
20,1297.2972973,129.72972973,8414.90138955
21,1362.16216216,136.216216216,9277.42878188
22,1427.02702703,142.702702703,10182.0306811
23,1491.89189189,149.189189189,11128.7070873
24,1556.75675676,155.675675676,12117.4580005
25,1621.62162162,162.162162162,13148.2834206
26,1686.48648649,168.648648649,14221.1833476
27,1751.35135135,175.135135135,15336.1577815
28,1816.21621622,181.621621622,16493.2067224
29,1881.08108108,188.108108108,17692.3301702
30,1945.94594595,194.594594595,18933.528125
31,2010.81081081,201.081081081,20216.8005866
32,2075.67567568,207.567567568,21542.1475553
33,2140.54054054,214.054054054,22909.5690308
34,2205.40540541,220.540540541,24319.0650133
35,2270.27027027,227.027027027,25770.6355027
36,2335.13513514,233.513513514,27264.2804991
37,2400.0,240.0,28800.0000024
38,2464.86486486,246.486486486,30377.7940126
39,2529.72972973,252.972972973,31997.6625298
40,2594.59459459,259.459459459,33659.6055542
41,2659.45945946,265.945945946,35363.6230857
42,2724.32432432,272.432432432,37109.715124
43,2789.18918919,278.918918919,38897.8816694
44,2854.05405405,285.405405405,40728.1227216
45,2918.91891892,291.891891892,42600.4382808
46,2983.78378378,298.378378378,44514.8283469
47,3048.64864865,304.864864865,46471.29292
48,3113.51351351,311.351351351,48469.832
49,3178.37837838,317.837837838,50510.445587
50,3243.24324324,324.324324324,52593.1336809
51,3308.10810811,330.810810811,54717.8962817
52,3372.97297297,337.297297297,56884.7333894
53,3437.83783784,343.783783784,59093.6450041
54,3502.7027027,350.27027027,61344.6311258
55,3567.56756757,356.756756757,63637.6917544
56,3632.43243243,363.243243243,65972.8268899
57,3697.2972973,369.72972973,68350.0365323
58,3762.16216216,376.216216216,70769.3206817
59,3827.02702703,382.702702703,73230.679338
60,3891.89189189,389.189189189,75734.1125013
61,3956.75675676,395.675675676,78279.6201715
62,4021.62162162,402.162162162,80867.2023487
63,4086.48648649,408.648648649,83496.8590327
64,4151.35135135,415.135135135,86168.5902238
65,4216.21621622,421.621621622,88882.3959217
66,4281.08108108,428.108108108,91638.2761266
67,4345.94594595,434.594594595,94436.2308384
68,4410.81081081,441.081081081,97276.2600572
69,4475.67567568,447.567567568,100158.363783
70,4540.54054054,454.054054054,103082.542016
71,4605.40540541,460.540540541,106048.794755
72,4670.27027027,467.027027027,109057.122002
73,4735.13513514,473.513513514,112107.523755
74,4800.0,480.0,115200.000016
75,4864.86486486,486.486486486,118334.550783
76,4929.72972973,492.972972973,121511.176057
77,4994.59459459,499.459459459,124729.875838
78,5059.45945946,505.945945946,127990.650127
79,5124.32432432,512.432432432,131293.498922
80,5189.18918919,518.918918919,134638.422224
81,5254.05405405,525.405405405,138025.420033
82,5318.91891892,531.891891892,141454.492348
83,5383.78378378,538.378378378,144925.639171
84,5448.64864865,544.864864865,148438.860501
85,5513.51351351,551.351351351,151994.156338
86,5578.37837838,557.837837838,155591.526681
87,5643.24324324,564.324324324,159230.971532
88,5708.10810811,570.810810811,162912.49089
89,5772.97297297,577.297297297,166636.084754
90,5837.83783784,583.783783784,170401.753125
91,5902.7027027,590.27027027,174209.496004
92,5967.56756757,596.756756757,178059.313389
93,6032.43243243,603.243243243,181951.205281
94,6097.2972973,609.72972973,185885.17168
95,6162.16216216,616.216216216,189861.212587
96,6227.02702703,622.702702703,193879.328
97,6291.89189189,629.189189189,197939.51792
98,6356.75675676,635.675675676,202041.782347
99,6421.62162162,642.162162162,206186.12128
100,6486.48648649,648.648648649,210372.534721
101,6551.35135135,655.135135135,214601.022669
102,6616.21621622,661.621621622,218871.585124
103,6681.08108108,668.108108108,223184.222085
104,6745.94594595,674.594594595,227538.933554
105,6810.81081081,681.081081081,231935.719529
106,6875.67567568,687.567567568,236374.580012
107,6940.54054054,694.054054054,240855.515001
108,7005.40540541,700.540540541,245378.524497
109,7070.27027027,707.027027027,249943.6085
110,7135.13513514,713.513513514,254550.767011
111,7200.0,720.0,259200.000028
112,7264.86486486,726.486486486,263891.307552
113,7329.72972973,732.972972973,268624.689583
114,7394.59459459,739.459459459,273400.146121
115,7459.45945946,745.945945946,278217.677166
116,7524.32432432,752.432432432,283077.282717
117,7589.18918919,758.918918919,287978.962776
118,7654.05405405,765.405405405,292922.717342
119,7718.91891892,771.891891892,297908.546414
120,7783.78378378,778.378378378,302936.449994
121,7848.64864865,784.864864865,308006.42808
122,7913.51351351,791.351351351,313118.480674
123,7978.37837838,797.837837838,318272.607774
124,8043.24324324,804.324324324,323468.809381
125,8108.10810811,810.810810811,328707.085496
126,8172.97297297,817.297297297,333987.436117
127,8237.83783784,823.783783784,339309.861245
128,8302.7027027,830.27027027,344674.36088
129,8367.56756757,836.756756757,350080.935022
130,8432.43243243,843.243243243,355529.583671
131,8497.2972973,849.72972973,361020.306827
132,8562.16216216,856.216216216,366553.10449
133,8627.02702703,862.702702703,372127.976659
134,8691.89189189,869.189189189,377744.923336
135,8756.75675676,875.675675676,383403.94452
136,8821.62162162,882.162162162,389105.04021
137,8886.48648649,888.648648649,394848.210408
138,8951.35135135,895.135135135,400633.455112
139,9016.21621622,901.621621622,406460.774324
140,9081.08108108,908.108108108,412330.168042
141,9145.94594595,914.594594595,418241.636267
142,9210.81081081,921.081081081,424195.178999
143,9275.67567568,927.567567568,430190.796238
144,9340.54054054,934.054054054,436228.487984
145,9405.40540541,940.540540541,442308.254237
146,9470.27027027,947.027027027,448430.094997
147,9535.13513514,953.513513514,454594.010264
148,9600.0,960.0,460800.000038
149,9664.86486486,966.486486486,467048.064319
150,9729.72972973,972.972972973,473338.203107
151,9794.59459459,979.459459459,479670.416401
152,9859.45945946,985.945945946,486044.704203
153,9924.32432432,992.432432432,492461.066511
154,9989.18918919,998.918918919,498919.503327
155,10054.0540541,1005.40540541,505420.014649
156,10118.9189189,1011.89189189,511962.600478
157,10183.7837838,1018.37837838,518547.260815
158,10248.6486486,1024.86486486,525173.995658
159,10313.5135135,1031.35135135,531842.805008
160,10378.3783784,1037.83783784,538553.688865
161,10443.2432432,1044.32432432,545306.647229
162,10508.1081081,1050.81081081,552101.6801
163,10572.972973,1057.2972973,558938.787478
164,10637.8378378,1063.78378378,565817.969363
165,10702.7027027,1070.27027027,572739.225754
166,10767.5675676,1076.75675676,579702.556653
167,10832.4324324,1083.24324324,586707.962059
168,10897.2972973,1089.72972973,593755.441971
169,10962.1621622,1096.21621622,600844.996391
170,11027.027027,1102.7027027,607976.625317
171,11091.8918919,1109.18918919,615150.328751
172,11156.7567568,1115.67567568,622366.106691
173,11221.6216216,1122.16216216,629623.959138
174,11286.4864865,1128.64864865,636923.886092
175,11351.3513514,1135.13513514,644265.887554
176,11416.2162162,1141.62162162,651649.963522
177,11481.0810811,1148.10810811,659076.113997
178,11545.9459459,1154.59459459,666544.338979
179,11610.8108108,1161.08108108,674054.638468
180,11675.6756757,1167.56756757,681607.012463
181,11740.5405405,1174.05405405,689201.460966
182,11805.4054054,1180.54054054,696837.983976
183,11870.2702703,1187.02702703,704516.581492
184,11935.1351351,1193.51351351,712237.253516
185,12000.0,1200.0,720000.000047
186,12064.8648649,1206.48648649,727804.821084
187,12129.7297297,1212.97297297,735651.716628
188,12194.5945946,1219.45945946,743540.68668
189,12259.4594595,1225.94594595,751471.731238
190,12324.3243243,1232.43243243,759444.850303
191,12389.1891892,1238.91891892,767460.043875
192,12454.0540541,1245.40540541,775517.311954
193,12518.9189189,1251.89189189,783616.654541
194,12583.7837838,1258.37837838,791758.071633
195,12648.6486486,1264.86486486,799941.563233
196,12713.5135135,1271.35135135,808167.12934
197,12778.3783784,1277.83783784,816434.769954
198,12843.2432432,1284.32432432,824744.485075
199,12908.1081081,1290.81081081,833096.274702
200,12972.972973,1297.2972973,841490.138837
201,13037.8378378,1303.78378378,849926.077478
202,13102.7027027,1310.27027027,858404.090627
203,13167.5675676,1316.75675676,866924.178282
204,13232.4324324,1323.24324324,875486.340445
205,13297.2972973,1329.72972973,884090.577114
206,13362.1621622,1336.21621622,892736.88829
207,13427.027027,1342.7027027,901425.273973
208,13491.8918919,1349.18918919,910155.734163
209,13556.7567568,1355.67567568,918928.26886
210,13621.6216216,1362.16216216,927742.878064
211,13686.4864865,1368.64864865,936599.561775
212,13751.3513514,1375.13513514,945498.319993
213,13816.2162162,1381.62162162,954439.152718
214,13881.0810811,1388.10810811,963422.05995
215,13945.9459459,1394.59459459,972447.041688
216,14010.8108108,1401.08108108,981514.097934
217,14075.6756757,1407.56756757,990623.228687
218,14140.5405405,1414.05405405,999774.433946
219,14205.4054054,1420.54054054,1008967.71371
220,14270.2702703,1427.02702703,1018203.06799
221,14335.1351351,1433.51351351,1027480.49677
222,14400.0,1440.0,1036800.00005
223,14464.8648649,1446.48648649,1046161.57785
224,14529.7297297,1452.97297297,1055565.23015
225,14594.5945946,1459.45945946,1065010.95696
226,14659.4594595,1465.94594595,1074498.75827
227,14724.3243243,1472.43243243,1084028.63409
228,14789.1891892,1478.91891892,1093600.58442
229,14854.0540541,1485.40540541,1103214.60926
230,14918.9189189,1491.89189189,1112870.7086
231,14983.7837838,1498.37837838,1122568.88245
232,15048.6486486,1504.86486486,1132309.13081
233,15113.5135135,1511.35135135,1142091.45367
234,15178.3783784,1517.83783784,1151915.85104
235,15243.2432432,1524.32432432,1161782.32292
236,15308.1081081,1530.81081081,1171690.8693
237,15372.972973,1537.2972973,1181641.49019
238,15437.8378378,1543.78378378,1191634.18559
239,15502.7027027,1550.27027027,1201668.9555
240,15567.5675676,1556.75675676,1211745.79991
241,15632.4324324,1563.24324324,1221864.71883
242,15697.2972973,1569.72972973,1232025.71225
243,15762.1621622,1576.21621622,1242228.78019
244,15827.027027,1582.7027027,1252473.92263
245,15891.8918919,1589.18918919,1262761.13957
246,15956.7567568,1595.67567568,1273090.43103
247,16021.6216216,1602.16216216,1283461.79699
248,16086.4864865,1608.64864865,1293875.23746
249,16151.3513514,1615.13513514,1304330.75243
250,16216.2162162,1621.62162162,1314828.34191
251,16281.0810811,1628.10810811,1325368.0059
252,16345.9459459,1634.59459459,1335949.7444
253,16410.8108108,1641.08108108,1346573.5574
254,16475.6756757,1647.56756757,1357239.44491
255,16540.5405405,1654.05405405,1367947.40692
256,16605.4054054,1660.54054054,1378697.44345
257,16670.2702703,1667.02702703,1389489.55448
258,16735.1351351,1673.51351351,1400323.74001
259,16800.0,1680.0,1411200.00006
260,16864.8648649,1686.48648649,1422118.33461
261,16929.7297297,1692.97297297,1433078.74367
262,16994.5945946,1699.45945946,1444081.22723
263,17059.4594595,1705.94594595,1455125.7853
264,17124.3243243,1712.43243243,1466212.41788
265,17189.1891892,1718.91891892,1477341.12497
266,17254.0540541,1725.40540541,1488511.90656
267,17318.9189189,1731.89189189,1499724.76266
268,17383.7837838,1738.37837838,1510979.69327
269,17448.6486486,1744.86486486,1522276.69838
270,17513.5135135,1751.35135135,1533615.778
271,17578.3783784,1757.83783784,1544996.93213
272,17643.2432432,1764.32432432,1556420.16076
273,17708.1081081,1770.81081081,1567885.4639
274,17772.972973,1777.2972973,1579392.84155
275,17837.8378378,1783.78378378,1590942.2937
276,17902.7027027,1790.27027027,1602533.82037
277,17967.5675676,1796.75675676,1614167.42154
278,18032.4324324,1803.24324324,1625843.09721
279,18097.2972973,1809.72972973,1637560.84739
280,18162.1621622,1816.21621622,1649320.67208
281,18227.027027,1822.7027027,1661122.57128
282,18291.8918919,1829.18918919,1672966.54498
283,18356.7567568,1835.67567568,1684852.59319
284,18421.6216216,1842.16216216,1696780.71591
285,18486.4864865,1848.64864865,1708750.91314
286,18551.3513514,1855.13513514,1720763.18487
287,18616.2162162,1861.62162162,1732817.53111
288,18681.0810811,1868.10810811,1744913.95185
289,18745.9459459,1874.59459459,1757052.4471
290,18810.8108108,1881.08108108,1769233.01686
291,18875.6756757,1887.56756757,1781455.66113
292,18940.5405405,1894.05405405,1793720.3799
293,19005.4054054,1900.54054054,1806027.17318
294,19070.2702703,1907.02702703,1818376.04097
295,19135.1351351,1913.51351351,1830766.98326
296,19200.0,1920.0,1843200.00006
297,19264.8648649,1926.48648649,1855675.09137
298,19329.7297297,1932.97297297,1868192.25718
299,19394.5945946,1939.45945946,1880751.4975
300,19459.4594595,1945.94594595,1893352.81233
301,19524.3243243,1952.43243243,1905996.20167
302,19589.1891892,1958.91891892,1918681.66551
303,19654.0540541,1965.40540541,1931409.20386
304,19718.9189189,1971.89189189,1944178.81672
305,19783.7837838,1978.37837838,1956990.50408
306,19848.6486486,1984.86486486,1969844.26595
307,19913.5135135,1991.35135135,1982740.10233
308,19978.3783784,1997.83783784,1995678.01321
309,20043.2432432,2004.32432432,2008657.9986
310,20108.1081081,2010.81081081,2021680.0585
311,20172.972973,2017.2972973,2034744.1929
312,20237.8378378,2023.78378378,2047850.40181
313,20302.7027027,2030.27027027,2060998.68523
314,20367.5675676,2036.75675676,2074189.04316
315,20432.4324324,2043.24324324,2087421.47559
316,20497.2972973,2049.72972973,2100695.98253
317,20562.1621622,2056.21621622,2114012.56398
318,20627.027027,2062.7027027,2127371.21993
319,20691.8918919,2069.18918919,2140771.95039
320,20756.7567568,2075.67567568,2154214.75536
321,20821.6216216,2082.16216216,2167699.63483
322,20886.4864865,2088.64864865,2181226.58881
323,20951.3513514,2095.13513514,2194795.6173
324,21016.2162162,2101.62162162,2208406.7203
325,21081.0810811,2108.10810811,2222059.8978
326,21145.9459459,2114.59459459,2235755.14981
327,21210.8108108,2121.08108108,2249492.47632
328,21275.6756757,2127.56756757,2263271.87734
329,21340.5405405,2134.05405405,2277093.35287
330,21405.4054054,2140.54054054,2290956.90291
331,21470.2702703,2147.02702703,2304862.52745
332,21535.1351351,2153.51351351,2318810.2265
333,21600.0,2160.0,2332800.00006
334,21664.8648649,2166.48648649,2346831.84813
335,21729.7297297,2172.97297297,2360905.7707
336,21794.5945946,2179.45945946,2375021.76778
337,21859.4594595,2185.94594595,2389179.83936
338,21924.3243243,2192.43243243,2403379.98545
339,21989.1891892,2198.91891892,2417622.20605
340,22054.0540541,2205.40540541,2431906.50116
341,22118.9189189,2211.89189189,2446232.87077
342,22183.7837838,2218.37837838,2460601.3149
343,22248.6486486,2224.86486486,2475011.83352
344,22313.5135135,2231.35135135,2489464.42666
345,22378.3783784,2237.83783784,2503959.0943
346,22443.2432432,2244.32432432,2518495.83645
347,22508.1081081,2250.81081081,2533074.65311
348,22572.972973,2257.2972973,2547695.54427
349,22637.8378378,2263.78378378,2562358.50994
350,22702.7027027,2270.27027027,2577063.55011
351,22767.5675676,2276.75675676,2591810.6648
352,22832.4324324,2283.24324324,2606599.85399
353,22897.2972973,2289.72972973,2621431.11769
354,22962.1621622,2296.21621622,2636304.45589
355,23027.027027,2302.7027027,2651219.8686
356,23091.8918919,2309.18918919,2666177.35582
357,23156.7567568,2315.67567568,2681176.91755
358,23221.6216216,2322.16216216,2696218.55378
359,23286.4864865,2328.64864865,2711302.26452
