,Time(s),RNA1,Protein1,RNA2,Protein2,Vol
0,0.0,0.0,0.0,0.0,0.0,21.5545104719
1,0.1001001001,0.000100099349651,5.01041490347e-07,0.000200195915787,2.00415370438e-07,21.5547866476
2,0.2002002002,0.000200197198603,2.00403398314e-06,0.000400383264059,8.01604115701e-07,21.5550628268
3,0.3003003003,0.00030029354684,4.50898716134e-06,0.000600562045099,1.80356084991e-06,21.5553390096
4,0.4004004004,0.000400388394365,8.0158989023e-06,0.000800732258921,3.20628485519e-06,21.5556151959
5,0.500500500501,0.000500481741259,1.25247159054e-05,0.00100089390692,5.00973111103e-06,21.5558913857
6,0.600600600601,0.000600573587483,1.80354643277e-05,0.0012010469884,7.21392200353e-06,21.5561675791
7,0.700700700701,0.000700663933034,2.45481451857e-05,0.00140119150333,9.81885840273e-06,21.556443776
8,0.800800800801,0.000800752778014,3.20626913562e-05,0.00160132745339,1.28244857876e-05,21.5567199764
9,0.900900900901,0.000900840122397,4.05791196085e-05,0.00180145483815,1.62308177791e-05,21.5569961804
10,1.001001001,0.00100092596617,5.0097439863e-05,0.00200157365738,2.00378624352e-05,21.5572723879
11,1.1011011011,0.00110101030942,6.06175922956e-05,0.00220168391253,2.42455716881e-05,21.557548599
12,1.2012012012,0.00120109315215,7.2139572341e-05,0.00240178560373,2.88539418696e-05,21.5578248136
13,1.3013013013,0.00130117449434,8.4663399461e-05,0.00260187873049,3.38629886172e-05,21.5581010318
14,1.4014014014,0.00140125433606,9.81890261712e-05,0.00280196329397,3.92726739014e-05,21.5583772534
15,1.5015015015,0.00150133267734,0.000112716425621,0.00300203929483,4.50829762178e-05,21.5586534787
16,1.6016016016,0.00160140951815,0.000128245625721,0.0032021067324,5.129391792e-05,21.5589297074
17,1.7017017017,0.00170148485858,0.000144776566423,0.00340216560812,5.7905450983e-05,21.5592059397
18,1.8018018018,0.00180155869875,0.000162309161388,0.00360221592412,6.49175063556e-05,21.5594821756
19,1.9019019019,0.00190163103857,0.000180843468157,0.00380225767898,7.23301300567e-05,21.5597584149
20,2.002002002,0.00200170187806,0.000200379483703,0.00400229087279,8.01433196663e-05,21.5600346579
21,2.1021021021,0.00210177121722,0.000220917205001,0.00420231550561,8.83570727645e-05,21.5603109043
22,2.2022022022,0.00220183905605,0.000242456629025,0.00440233157752,9.69713869312e-05,21.5605871543
23,2.3023023023,0.00230190539456,0.000264997752748,0.00460233908859,0.000105986259746,21.5608634079
24,2.4024024024,0.00240197023274,0.000288540573146,0.00480233803889,0.00011540168879,21.5611396649
25,2.5025025025,0.00250203357062,0.000313085087192,0.00500232842851,0.000125217671642,21.5614159256
26,2.6026026026,0.00260209540839,0.000338631148833,0.005202310261,0.000135434091563,21.5616921897
27,2.7027027027,0.00270215574606,0.000365178769436,0.00540228353608,0.000146050957637,21.5619684574
28,2.8028028028,0.00280221458354,0.000392727996995,0.00560224825259,0.000157068308224,21.5622447286
29,2.9029029029,0.00290227192085,0.000421278821029,0.00580220441078,0.000168486134944,21.5625210034
30,3.003003003,0.003002327758,0.00045083123106,0.00600215201091,0.000180304429422,21.5627972817
31,3.1031031031,0.00310238209502,0.000481385216608,0.00620209105323,0.000192523183278,21.5630735636
32,3.2032032032,0.00320243493192,0.000512940767194,0.006402021538,0.000205142388136,21.563349849
33,3.3033033033,0.00330248626871,0.000545497872337,0.00660194346547,0.000218162035619,21.5636261379
34,3.4034034034,0.00340253610541,0.000579056521559,0.0068018568359,0.000231582117347,21.5639024304
35,3.5035035035,0.0035025844422,0.000613616598134,0.00700176165213,0.000245402540087,21.5641787264
36,3.6036036036,0.00360263127899,0.000649178154481,0.00720165791289,0.000259623345695,21.564455026
37,3.7037037037,0.0037026766158,0.000685741182595,0.00740154561837,0.000274244527773,21.5647313291
38,3.8038038038,0.00380272045265,0.000723305668168,0.00760142476893,0.000289266074883,21.5650076357
39,3.9039039039,0.00390276278956,0.00076187159689,0.0078012953649,0.00030468797559,21.5652839459
