,Time(s),RNA1,Protein1,RNA2,Protein2,Vol
0,0.0,0.0,0.0,0.0,0.0,7.38653540653e+39
1,64.8648648649,0.642839907025,0.697048995073,0.0208149491845,0.0400147717171,7.39985647669e+39
2,129.72972973,1.27420084202,2.77157463705,0.01867195431,0.110195057847,7.41320157042e+39
3,194.594594595,1.89428777969,6.19897999712,-0.00601903521629,0.136750071684,7.42657073104e+39
4,259.459459459,2.50330202484,10.955108437,-0.0528554097792,0.0472098982952,7.43996400195e+39
5,324.324324324,3.10144130079,17.0162331335,-0.121441722745,-0.229605931958,7.45338142663e+39
6,389.189189189,3.68889980328,24.3590506359,-0.211389582627,-0.763607771114,7.46682304865e+39
7,454.054054054,4.26586826121,32.960673446,-0.322317531633,-1.62345811377,7.48028891164e+39
8,518.918918919,4.83253399154,42.7986236,-0.453850935834,-2.87659085123,7.49377905931e+39
9,583.783783784,5.38908097067,53.8508239428,-0.605621842442,-4.58923744859,7.50729353547e+39
10,648.648648649,5.93568987996,66.0955927413,-0.777268888726,-6.82644310564,7.52083238399e+39
11,713.513513514,6.47253819784,79.5116325684,-0.968437117838,-9.65210010288,7.53439564882e+39
12,778.378378378,6.99980019429,94.0780311658,-1.1787779898,-13.128945216,7.54798337399e+39
13,843.243243243,7.51764706255,109.774245273,-1.40794911814,-17.3186082263,7.56159560362e+39
14,908.108108108,8.02624690554,126.580102615,-1.65561429702,-22.2816059579,7.5752323819e+39
15,972.972972973,8.52576484344,144.475788666,-1.92144328608,-28.0773819903,7.5888937531e+39
16,1037.83783784,9.01636304707,163.441842777,-2.20511174369,-34.7643182705,7.60257976157e+39
17,1102.7027027,9.498200784,183.45915286,-2.5063011347,-42.399751059,7.61629045175e+39
18,1167.56756757,9.97143448926,204.508946641,-2.82469858905,-51.0399971824,7.63002586814e+39
19,1232.43243243,10.4362178185,226.572785246,-3.15999679549,-60.7403732565,7.64378605534e+39
20,1297.2972973,10.8927015536,249.632575492,-3.51189419002,-71.5551588373,7.65757105802e+39
21,1362.16216216,11.3410338346,273.670540979,-3.88009449304,-83.5376831232,7.67138092093e+39
22,1427.02702703,11.78136025,298.669210911,-4.264306527,-96.7403584959,7.68521568891e+39
23,1491.89189189,12.213823801,324.611425057,-4.66424428981,-111.214665657,7.69907540686e+39
24,1556.75675676,12.6385649971,351.480321927,-5.07962676249,-127.011189069,7.7129601198e+39
25,1621.62162162,13.0557219189,379.259331199,-5.51017778378,-144.179639705,7.72686987278e+39
26,1686.48648649,13.4654292519,407.932293551,-5.95562798264,-162.768495527,7.74080471098e+39
27,1751.35135135,13.867819761,437.483278245,-6.41571182944,-182.825548746,7.75476467962e+39
28,1816.21621622,14.2630246416,467.896539766,-6.89016693296,-204.398035912,7.76874982404e+39
29,1881.08108108,14.6511724009,499.156656641,-7.37873627927,-227.532221441,7.78276018963e+39
30,1945.94594595,15.0323893676,531.248468391,-7.88116721067,-252.273586773,7.79679582188e+39
31,2010.81081081,15.4067997538,564.157068118,-8.3972113032,-278.666852601,7.81085676635e+39
32,2075.67567568,15.774523886,597.868009254,-8.92662790363,-306.75535863,7.82494306869e+39
33,2140.54054054,16.1356801002,632.367083565,-9.4691803401,-336.581729557,7.83905477464e+39
34,2205.40540541,16.4903869901,667.64005775,-10.0246314252,-368.188665288,7.85319193e+39
35,2270.27027027,16.8387599181,703.673081567,-10.592750434,-401.61771655,7.86735458068e+39
36,2335.13513514,17.1809122792,740.452539666,-11.1733105767,-436.909729394,7.88154277266e+39
37,2400.0,17.5169555521,777.965045367,-11.7660888959,-474.104863861,7.89575655198e+39
38,2464.86486486,17.8469981972,816.197602226,-12.3708684705,-513.242109278,7.90999596481e+39
39,2529.72972973,18.1711461493,855.137533599,-12.9874374311,-554.359495581,7.92426105737e+39
40,2594.59459459,18.4895059107,894.77203368,-13.6155827732,-597.495440185,7.93855187596e+39
41,2659.45945946,18.8021810238,935.088682053,-14.2550974118,-642.687204343,7.95286846699e+39
42,2724.32432432,19.109273244,976.07527426,-14.9057778363,-689.971401424,7.96721087693e+39
43,2789.18918919,19.4108825817,1017.71981684,-15.5674240257,-739.384011803,7.98157915235e+39
44,2854.05405405,19.7071066476,1060.01059344,-16.2398407588,-790.960184578,7.99597333989e+39
45,2918.91891892,19.9980402627,1102.93620383,-16.9228383936,-844.734120395,8.01039348629e+39
46,2983.78378378,20.2837789627,1146.48520635,-17.6162258585,-900.740144228,8.02483963835e+39
47,3048.64864865,20.5644155767,1190.64646577,-18.3198174952,-959.011661799,8.03931184297e+39
48,3113.51351351,20.8400412993,1235.40904345,-19.0334309148,-1019.58148904,8.05381014715e+39
49,3178.37837838,21.1107457257,1280.76219308,-19.756886927,-1082.48186482,8.06833459795e+39
50,3243.24324324,21.3766166766,1326.69537704,-20.4900098901,-1147.74440207,8.08288524252e+39
51,3308.10810811,21.6377397098,1373.19831321,-21.2326286884,-1215.3999471,8.0974621281e+39
52,3372.97297297,21.8942001126,1420.26077983,-21.9845727477,-1285.47916522,8.11206530201e+39
53,3437.83783784,22.1460811611,1467.87278449,-22.7456755156,-1358.01203364,8.12669481167e+39
54,3502.7027027,22.3934646638,1516.02451034,-23.515773375,-1433.02800289,8.14135070457e+39
55,3567.56756757,22.6364309941,1564.70631217,-24.2947055794,-1510.55600866,8.15603302828e+39
56,3632.43243243,22.8750590349,1613.90872301,-25.0823143627,-1590.62445182,8.17074183048e+39
57,3697.2972973,23.1094255821,1663.62252678,-25.8784461331,-1673.26098061,8.18547715892e+39
58,3762.16216216,23.3396071419,1713.83853962,-26.6829478783,-1758.49314661,8.20023906143e+39
59,3827.02702703,23.5656784635,1764.54778838,-27.4956701,-1846.34786928,8.21502758594e+39
60,3891.89189189,23.7877129879,1815.74145597,-28.3164659161,-1936.85159989,8.22984278046e+39
61,3956.75675676,24.0057828779,1867.41087773,-29.145191001,-2030.03033243,8.24468469309e+39
62,4021.62162162,24.2199590257,1919.54754116,-29.9817035702,-2125.90960438,8.25955337201e+39
63,4086.48648649,24.4303101166,1972.14322944,-30.8258662534,-2224.5140662,8.27444886549e+39
64,4151.35135135,24.6369049755,2025.18966492,-31.6775414003,-2325.86855085,8.28937122189e+39
65,4216.21621622,24.8398107208,2078.67879128,-32.5365947746,-2429.99722727,8.30432048966e+39
66,4281.08108108,25.039093303,2132.60269228,-33.4028944751,-2536.92384424,8.31929671733e+39
67,4345.94594595,25.2348175326,2186.95358847,-34.2763108807,-2646.67174003,8.33429995351e+39
68,4410.81081081,25.4270471071,2241.72383402,-35.1567165966,-2759.26385217,8.34933024693e+39
69,4475.67567568,25.6158435067,2296.90605965,-36.0439886624,-2874.7222885,8.36438764636e+39
70,4540.54054054,25.8012685252,2352.49284584,-36.9380034902,-2993.06930757,8.3794722007e+39
71,4605.40540541,25.9833824722,2408.47695547,-37.8386404609,-3114.32662075,8.39458395892e+39
72,4670.27027027,26.1622445476,2464.85128571,-38.7457811752,-3238.51553653,8.40972297007e+39
73,4735.13513514,26.3379129245,2521.60885748,-39.6593092861,-3365.65699215,8.42488928332e+39
74,4800.0,26.5104447742,2578.74281264,-40.5791104516,-3495.77156202,8.44008294788e+39
75,4864.86486486,26.6798954064,2636.24650595,-41.505074052,-3628.87918188,8.4553040131e+39
76,4929.72972973,26.8463200917,2694.11330923,-42.4370895464,-3764.99973627,8.47055252838e+39
77,4994.59459459,27.0097730236,2752.33672248,-43.3750485474,-3904.15272512,8.48582854323e+39
78,5059.45945946,27.1703073224,2810.91037334,-44.3188448147,-4046.35726563,8.50113210725e+39
79,5124.32432432,27.3279751816,2869.82800095,-45.2683739612,-4191.63214027,8.51646327011e+39
80,5189.18918919,27.4828278894,2929.08345355,-46.2235334105,-4339.99580438,8.53182208158e+39
81,5254.05405405,27.6349146868,2988.67080678,-47.1842246804,-4491.46603105,8.54720859154e+39
82,5318.91891892,27.7842850818,3048.58412281,-48.1503487552,-4646.06063371,8.56262284993e+39
83,5383.78378378,27.9309878902,3108.81754977,-49.1218080033,-4803.79716804,8.5780649068e+39
84,5448.64864865,28.0750707822,3169.36536849,-50.0985070842,-4964.69279149,8.59353481227e+39
85,5513.51351351,28.2165806182,3230.22195735,-51.0803522772,-5128.76436897,8.60903261658e+39
86,5578.37837838,28.3555634711,3291.38178958,-52.0672514362,-5296.02848076,8.62455837003e+39
87,5643.24324324,28.4920646489,3352.83943065,-53.0591139454,-5466.50143044,8.64011212302e+39
88,5708.10810811,28.6261287167,3414.58953562,-54.0558506747,-5640.19925286,8.65569392606e+39
89,5772.97297297,28.7577995192,3476.62684649,-55.0573739346,-5817.13772198,8.67130382973e+39
90,5837.83783784,28.8871202031,3538.94618959,-56.0635974317,-5997.33235886,8.6869418847e+39
91,5902.7027027,29.0141276247,3601.54309338,-57.0744474532,-6180.7965781,8.70260814175e+39
92,5967.56756757,29.1388659851,3664.41228146,-58.0898355973,-6367.54620889,8.71830265174e+39
93,6032.43243243,29.2613763945,3727.54882566,-59.1096796434,-6557.59603577,8.73402546562e+39
94,6097.2972973,29.3816988022,3790.94793255,-60.133899693,-6750.96043898,8.74977663443e+39
95,6162.16216216,29.4998725121,3854.60488635,-61.162417138,-6947.65356591,8.7655562093e+39
96,6227.02702703,29.6159362035,3918.51504643,-62.1951546201,-7147.68933841,8.78136424148e+39
97,6291.89189189,29.7299279512,3982.67384491,-63.2320359895,-7351.08146011,8.79720078226e+39
98,6356.75675676,29.8418852462,4047.07678423,-64.2729862643,-7557.84342374,8.81306588308e+39
99,6421.62162162,29.9518450163,4111.7194347,-65.317931589,-7767.98851838,8.82895959543e+39
100,6486.48648649,30.059843092,4176.5974968,-66.3668003026,-7981.5296425,8.84488197092e+39
101,6551.35135135,30.1659060459,4241.70775518,-67.4195392595,-8198.47644224,8.86083306123e+39
102,6616.21621622,30.2700747122,4307.04532931,-68.4760667917,-8418.84355916,8.87681291816e+39
103,6681.08108108,30.3723830767,4372.60614101,-69.5363149278,-8642.64322777,8.89282159358e+39
104,6745.94594595,30.4728645686,4438.38617899,-70.6002168088,-8869.88748198,8.90885913946e+39
105,6810.81081081,30.571552077,4504.38149684,-71.6677066567,-9100.58816102,8.92492560787e+39
106,6875.67567568,30.6684779673,4570.58821114,-72.7387197411,-9334.75691514,8.94102105096e+39
107,6940.54054054,30.7636740967,4637.00249949,-73.8131923471,-9572.4052115,8.957145521e+39
108,7005.40540541,30.8571718312,4703.62059862,-74.8910617431,-9813.54433998,8.97329907032e+39
109,7070.27027027,30.9490020613,4770.43880239,-75.9722661477,-10058.185419,8.98948175137e+39
110,7135.13513514,31.0391934195,4837.45367291,-77.0567482961,-10306.3387621,9.00569361669e+39
111,7200.0,31.1277695564,4904.66236309,-78.1444608871,-10558.0129107,9.02193471891e+39
112,7264.86486486,31.214764133,4972.06084127,-79.2353365989,-10813.2199597,9.03820511076e+39
113,7329.72972973,31.300205488,5039.64570684,-80.3293187537,-11071.970111,9.05450484506e+39
114,7394.59459459,31.3841214794,5107.41361692,-81.4263516359,-11334.2733932,9.07083397472e+39
115,7459.45945946,31.4665394961,5175.36128491,-82.5263804672,-11600.1396661,9.08719255276e+39
116,7524.32432432,31.547486471,5243.48547902,-83.6293513824,-11869.578625,9.10358063228e+39
117,7589.18918919,31.6269888923,5311.78302083,-84.7352114046,-12142.5998053,9.11999826649e+39
118,7654.05405405,31.7050728166,5380.25078376,-85.8439084208,-12419.2125866,9.13644550869e+39
119,7718.91891892,31.7817638808,5448.88569164,-86.9553911573,-12699.4261975,9.15292241227e+39
120,7783.78378378,31.8570854854,5517.68493491,-88.0696128131,-12983.2490667,9.16942903073e+39
121,7848.64864865,31.9310600731,5586.64581842,-89.1865285024,-13270.6892796,9.18596541766e+39
122,7913.51351351,32.0037139266,5655.76519047,-90.3060856603,-13561.7562912,9.20253162674e+39
123,7978.37837838,32.0750706524,5725.04021825,-91.4282370736,-13856.4586001,9.21912771175e+39
124,8043.24324324,32.1451534485,5794.468118,-92.5529363463,-14154.8045576,9.23575372657e+39
125,8108.10810811,32.2139851144,5864.04615377,-93.6801378793,-14456.8023714,9.25240972518e+39
126,8172.97297297,32.2815880611,5933.77163625,-94.8097968507,-14762.4601095,9.26909576165e+39
127,8237.83783784,32.347984321,6003.64192156,-95.9418691958,-15071.7857035,9.28581189015e+39
128,8302.7027027,32.4131955579,6073.65441006,-97.0763115869,-15384.7869524,9.30255816495e+39
129,8367.56756757,32.477243077,6143.80654516,-98.2130814136,-15701.4715259,9.31933464042e+39
130,8432.43243243,32.5401464134,6214.0959822,-99.3521396056,-16021.8464581,9.33614137102e+39
131,8497.2972973,32.6019256263,6284.52031396,-100.493446045,-16345.9189704,9.35297841132e+39
132,8562.16216216,32.6626016782,6355.07702519,-101.636958806,-16673.6966088,9.36984581597e+39
133,8627.02702703,32.722194284,6425.76375008,-102.782638459,-17005.1864707,9.38674363975e+39
134,8691.89189189,32.7807228233,6496.57816306,-103.930446245,-17340.3955327,9.40367193749e+39
135,8756.75675676,32.8382063488,6567.51797779,-105.080344059,-17679.3306539,9.42063076417e+39
136,8821.62162162,32.8946635954,6638.58094603,-106.232294431,-18021.998579,9.43762017484e+39
137,8886.48648649,32.950112989,6709.76485668,-107.386260509,-18368.4059412,9.45464022465e+39
138,8951.35135135,33.0045726549,6781.06753465,-108.542206042,-18718.559266,9.47169096887e+39
139,9016.21621622,33.0580604272,6852.48683985,-109.700095362,-19072.4649735,9.48877246283e+39
140,9081.08108108,33.110591984,6924.02089099,-110.859897113,-19430.1287076,9.50588476201e+39
141,9145.94594595,33.1621848025,6995.66759079,-112.021576341,-19791.5567601,9.52302792196e+39
142,9210.81081081,33.2128562406,7067.42485623,-113.18509833,-20156.7553801,9.54020199833e+39
143,9275.67567568,33.2626227978,7139.29070739,-114.35043008,-20525.7305075,9.55740704688e+39
144,9340.54054054,33.3115006991,7211.26319724,-115.517539142,-20898.4879831,9.57464312345e+39
145,9405.40540541,33.359505903,7283.34041075,-116.686393599,-21275.0335522,9.59191028402e+39
146,9470.27027027,33.406654109,7355.52046398,-117.856962052,-21655.3728666,9.60920858463e+39
147,9535.13513514,33.4529607652,7427.80150317,-119.029213605,-22039.5114875,9.62653808145e+39
148,9600.0,33.4984410757,7500.18170381,-120.203117849,-22427.4548886,9.64389883073e+39
149,9664.86486486,33.5431100084,7572.65926974,-121.378644848,-22819.2084581,9.66129088884e+39
150,9729.72972973,33.5869795288,7645.23276514,-122.555770672,-23214.7765037,9.67871431224e+39
151,9794.59459459,33.6300653265,7717.90030724,-123.734463942,-23614.1646736,9.69616915749e+39
152,9859.45945946,33.6723817118,7790.6601788,-124.914696036,-24017.3781195,9.71365548127e+39
153,9924.32432432,33.7139424794,7863.51072447,-126.096439365,-24424.4218076,9.73117334034e+39
154,9989.18918919,33.7547611944,7936.45031644,-127.2796668,-24835.3006211,9.74872279158e+39
155,10054.0540541,33.7948511983,8009.47735373,-128.464351657,-25250.0193632,9.76630389195e+39
156,10118.9189189,33.8342256158,8082.5902614,-129.650467687,-25668.5827585,9.78391669853e+39
157,10183.7837838,33.8728973603,8155.78748983,-130.837989063,-26090.995456,9.80156126851e+39
158,10248.6486486,33.9108791406,8229.06751398,-132.026890367,-26517.2620307,9.81923765916e+39
159,10313.5135135,33.9481833431,8302.4288475,-133.217146827,-26947.3869418,9.83694592787e+39
160,10378.3783784,33.9848197047,8375.87032184,-134.408738969,-27381.3736948,9.85468613214e+39
161,10443.2432432,34.020801875,8449.39029914,-135.601639493,-27819.2272033,9.87245832956e+39
162,10508.1081081,34.0561415631,8522.98737431,-136.795824982,-28260.9516827,9.89026257782e+39
163,10572.972973,34.0908502783,8596.66016623,-137.991272416,-28706.5512763,9.90809893472e+39
164,10637.8378378,34.1249393349,8670.40731719,-139.187959168,-29156.0300572,9.92596745817e+39
165,10702.7027027,34.1584198576,8744.22749224,-140.385862988,-29609.3920302,9.94386820619e+39
166,10767.5675676,34.1913027857,8818.11937864,-141.584961996,-30066.6411336,9.96180123688e+39
167,10832.4324324,34.223598879,8892.08168525,-142.785234675,-30527.7812408,9.97976660846e+39
168,10897.2972973,34.2553187221,8966.11314188,-143.986659853,-30992.8161623,9.99776437925e+39
169,10962.1621622,34.2864720793,9040.21257686,-145.189218004,-31461.7494133,1.00157946077e+40
170,11027.027027,34.3170668517,9114.37904203,-146.392893324,-31934.5838381,1.00338573523e+40
