,Time(s),RNA1,Protein1,RNA2,Protein2,Vol
0,0.0,0.0,0.0,0.0,0.0,1.46944461931e+165
1,64.8648648649,6.42839900538,20.9114930413,1.18112233508,0.395592986326,1.55106000167e+165
2,129.72972973,12.7420083251,83.1472726144,2.13266529884,1.48263202673,1.63720844554e+165
3,194.594594595,18.9428775948,185.96947098,2.85872816251,3.11354357871,1.72814171505e+165
4,259.459459459,25.0330199098,328.653370038,3.36333711691,5.14338402537,1.82412557232e+165
5,324.324324324,31.0144127283,510.487088295,3.65044707829,7.42977705744,1.92544055261e+165
6,389.189189189,36.8889980407,730.771511843,3.72394202736,9.83289989355,2.0323828712e+165
7,454.054054054,42.6586830649,988.820044361,3.58763640009,12.2154332727,2.14526516844e+165
8,518.918918919,48.3253407696,1283.95841776,3.24527613371,14.4425235802,2.2644172077e+165
9,583.783783784,53.8908110828,1615.52425414,2.70054108443,16.3816952378,2.39018757315e+165
10,648.648648649,59.3569013616,1982.86689949,1.9570459665,17.9028174389,2.52294462317e+165
11,713.513513514,64.7253856895,2385.34767962,1.01833894657,18.8781553467,2.6630755955e+165
12,778.378378378,69.998008159,2822.33872463,-0.112091790052,19.1821349773,2.81099198273e+165
13,843.243243243,75.1764782933,3293.22460862,-1.4308271971,18.6916711567,2.96712247666e+165
14,908.108108108,80.2624791259,3797.39943819,-2.93450120772,17.2855851997,3.13192644828e+165
15,972.972972973,85.2576594775,4334.26964368,-4.61981618018,14.8451631799,3.30588143473e+165
16,1037.83783784,90.1636423621,4903.25093799,-6.48352608663,11.2535476775,3.48949826871e+165
17,1102.7027027,94.9820198961,5503.77016049,-8.52244669422,6.39610656473,3.68331183014e+165
18,1167.56756757,99.7143566259,6135.26407472,-10.7334489104,0.160192552253,3.88788951394e+165
19,1232.43243243,104.362189567,6797.17935241,-13.1134587029,-7.56486001723,4.10382936818e+165
20,1297.2972973,108.927026478,7488.97320534,-15.6594605566,-16.8876087838,4.3317631343e+165
21,1362.16216216,113.410349939,8210.11190262,-18.3684893108,-27.9147999275,4.57235728006e+165
22,1427.02702703,117.813616447,8960.0711018,-21.2376319699,-40.7513019402,4.82631468621e+165
23,1491.89189189,122.138255304,9738.33625544,-24.264029933,-55.5000243098,5.09437861385e+165
24,1556.75675676,126.38566861,10544.4026133,-27.4448789968,-72.2619170749,5.37733518427e+165
25,1621.62162162,130.557237489,11377.7729638,-30.7774169137,-91.1364225752,5.67600832535e+165
26,1686.48648649,134.654317906,12237.9591547,-34.2589317547,-112.221171248,5.99126721882e+165
27,1751.35135135,138.678236294,13124.483681,-37.8867706546,-135.611664078,6.32404427363e+165
28,1816.21621622,142.63030101,14036.8755283,-41.6583168982,-161.402103948,6.67530612509e+165
29,1881.08108108,146.51179616,14974.672416,-45.5710022736,-189.684947005,7.04607461594e+165
30,1945.94594595,150.323981762,15937.4207381,-49.6223067471,-220.550914426,7.43743478072e+165
31,2010.81081081,154.068093902,16924.6755062,-53.8097581411,-254.089003902,7.85053975528e+165
32,2075.67567568,157.74534928,17935.9987073,-58.130923061,-290.386818035,8.28658753813e+165
33,2140.54054054,161.356942006,18970.9604619,-62.583413286,-329.530332716,8.74684632084e+165
34,2205.40540541,164.904043703,20029.1389853,-67.164885568,-371.603904872,9.23267800655e+165
35,2270.27027027,168.387806182,21110.1196262,-71.8730362841,-416.690464781,9.74549455257e+165
36,2335.13513514,171.80936049,22213.4952093,-76.7056033442,-464.871447518,1.02867891399e+166
37,2400.0,175.169817326,23338.8658827,-81.6603653487,-516.22682343,1.08581457432e+166
38,2464.86486486,178.470267414,24485.8389848,-86.7351408479,-570.835124852,1.14612461054e+166
39,2529.72972973,181.711782451,25654.0287057,-91.9277864494,-628.773513753,1.20978418872e+166
40,2594.59459459,184.895415019,26843.056116,-97.2361969886,-690.117776037,1.27697860237e+166
41,2659.45945946,188.022198064,28052.5493554,-102.658306576,-754.942283741,1.34790641648e+166
42,2724.32432432,191.093147053,29282.1428549,-108.192084272,-823.320150675,1.42277392478e+166
43,2789.18918919,194.109259306,30531.4775795,-113.835535441,-895.323183844,1.50179911062e+166
44,2854.05405405,197.071513992,31800.2010283,-119.586701746,-971.021883416,1.58521318846e+166
45,2918.91891892,199.980872273,33087.9671834,-125.44366086,-1050.48545299,1.67326173917e+166
46,2983.78378378,202.838279237,34394.435812,-131.404522607,-1133.78193909,1.76620041226e+166
47,3048.64864865,205.644662868,35719.2728405,-137.467431021,-1220.97815648,1.86429965648e+166
48,3113.51351351,208.400933575,37062.1505212,-143.630565282,-1312.13965467,1.96784940905e+166
49,3178.37837838,211.1079865,38422.7466035,-149.892135108,-1407.33088379,2.07715086402e+166
50,3243.24324324,213.766700695,39800.7446283,-156.250382393,-1506.61513566,2.19252221191e+166
51,3308.10810811,216.377939287,41195.8338701,-162.703580885,-1610.05455538,2.31430095691e+166
52,3372.97297297,218.942549676,42607.709265,-169.250035784,-1717.71015573,2.4428457044e+166
53,3437.83783784,221.461364749,44036.0709734,-175.888081313,-1829.64190463,2.5785296804e+166
54,3502.7027027,223.9352024,45480.6245541,-182.616081687,-1945.90869031,2.72174775738e+166
