,Time(s),RNA,Protein
0,0.0,0.0,0.0
1,64.8648648649,0.0648648648649,0.105186267973
2,129.72972973,0.12972972973,0.420745070838
3,194.594594595,0.194594594595,0.946676407858
4,259.459459459,0.259459459459,1.68298028117
5,324.324324324,0.324324324324,2.62965668902
6,389.189189189,0.389189189189,3.78670563139
7,454.054054054,0.454054054054,5.15412710827
8,518.918918919,0.518918918919,6.73192111967
9,583.783783784,0.583783783784,8.52008766558
10,648.648648649,0.648648648649,10.518626746
11,713.513513514,0.713513513514,12.727538361
12,778.378378378,0.778378378378,15.1468225104
13,843.243243243,0.843243243243,17.7764791944
14,908.108108108,0.908108108108,20.616508413
15,972.972972973,0.972972972973,23.66691017
16,1037.83783784,1.03783783784,26.9276844617
17,1102.7027027,1.1027027027,30.398831288
18,1167.56756757,1.16756756757,34.0803506489
19,1232.43243243,1.23243243243,37.9722425445
20,1297.2972973,1.2972972973,42.0745069747
21,1362.16216216,1.36216216216,46.3871439395
22,1427.02702703,1.42702702703,50.910153439
23,1491.89189189,1.49189189189,55.6435354731
24,1556.75675676,1.55675675676,60.5872900419
25,1621.62162162,1.62162162162,65.7414171453
26,1686.48648649,1.68648648649,71.1059167833
27,1751.35135135,1.75135135135,76.680788956
28,1816.21621622,1.81621621622,82.4660336633
29,1881.08108108,1.88108108108,88.4616509052
30,1945.94594595,1.94594594595,94.6676406818
31,2010.81081081,2.01081081081,101.084002993
32,2075.67567568,2.07567567568,107.710737839
33,2140.54054054,2.14054054054,114.547845219
34,2205.40540541,2.20540540541,121.595325134
35,2270.27027027,2.27027027027,128.853177584
36,2335.13513514,2.33513513514,136.321402569
37,2400.0,2.4,144.000000088
38,2464.86486486,2.46486486486,151.888970141
39,2529.72972973,2.52972972973,159.98831273
40,2594.59459459,2.59459459459,168.298027852
41,2659.45945946,2.65945945946,176.81811551
42,2724.32432432,2.72432432432,185.548575702
43,2789.18918919,2.78918918919,194.489408429
44,2854.05405405,2.85405405405,203.640613691
45,2918.91891892,2.91891891892,213.002191487
46,2983.78378378,2.98378378378,222.574141817
47,3048.64864865,3.04864864865,232.356464683
48,3113.51351351,3.11351351351,242.349160083
49,3178.37837838,3.17837837838,252.552228018
50,3243.24324324,3.24324324324,262.965668487
51,3308.10810811,3.30810810811,273.589481491
52,3372.97297297,3.37297297297,284.423667029
53,3437.83783784,3.43783783784,295.468225103
54,3502.7027027,3.5027027027,306.72315571
55,3567.56756757,3.56756756757,318.188458853
56,3632.43243243,3.63243243243,329.86413453
57,3697.2972973,3.6972972973,341.750182742
58,3762.16216216,3.76216216216,353.846603488
59,3827.02702703,3.82702702703,366.153396769
60,3891.89189189,3.89189189189,378.670562585
61,3956.75675676,3.95675675676,391.398100935
62,4021.62162162,4.02162162162,404.33601182
63,4086.48648649,4.08648648649,417.48429524
64,4151.35135135,4.15135135135,430.842951194
65,4216.21621622,4.21621621622,444.411979683
66,4281.08108108,4.28108108108,458.191380706
67,4345.94594595,4.34594594595,472.181154264
68,4410.81081081,4.41081081081,486.381300357
69,4475.67567568,4.47567567568,500.791818985
70,4540.54054054,4.54054054054,515.412710147
71,4605.40540541,4.60540540541,530.243973843
72,4670.27027027,4.67027027027,545.285610075
73,4735.13513514,4.73513513514,560.53761884
74,4800.0,4.8,576.000000141
75,4864.86486486,4.86486486486,591.672753976
76,4929.72972973,4.92972972973,607.555880346
77,4994.59459459,4.99459459459,623.649379251
78,5059.45945946,5.05945945946,639.95325069
79,5124.32432432,5.12432432432,656.467494664
80,5189.18918919,5.18918918919,673.192111177
81,5254.05405405,5.25405405405,690.12710023
82,5318.91891892,5.31891891892,707.272461817
83,5383.78378378,5.38378378378,724.628195939
84,5448.64864865,5.44864864865,742.194302596
85,5513.51351351,5.51351351351,759.970781787
86,5578.37837838,5.57837837838,777.957633513
87,5643.24324324,5.64324324324,796.154857774
88,5708.10810811,5.70810810811,814.562454569
89,5772.97297297,5.77297297297,833.180423899
90,5837.83783784,5.83783783784,852.008765764
91,5902.7027027,5.9027027027,871.047480163
92,5967.56756757,5.96756756757,890.296567098
93,6032.43243243,6.03243243243,909.756026566
94,6097.2972973,6.0972972973,929.42585857
95,6162.16216216,6.16216216216,949.306063108
96,6227.02702703,6.22702702703,969.396640181
97,6291.89189189,6.29189189189,989.697589788
